Player,season,Pos,Age,G,MP,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,PER_next
A.J. Green,2023,SG,23.0,35.0,345.0,11.5,0.607,16.6,-0.9,0.1,0.8,0.5,0.3,4.4,1.3,0.6,0.2,0.0,0.3,0.424,0.419,1.0,10.5
A.J. Green,2024,SG,24.0,56.0,614.0,10.5,0.617,15.2,-2.1,0.0,1.1,0.7,0.3,4.5,1.1,0.5,0.2,0.1,0.2,0.423,0.408,0.895,9.2
A.J. Lawson,2024,SG,23.0,42.0,311.0,11.2,0.519,20.0,-4.6,-0.2,0.2,0.0,0.3,3.2,1.2,0.5,0.2,0.1,0.3,0.446,0.26,0.652,12.7
AJ Griffin,2023,SF,19.0,72.0,1401.0,12.6,0.577,17.9,-0.8,0.4,2.2,1.3,0.9,8.9,2.1,1.0,0.6,0.2,0.6,0.465,0.39,0.894,1.2
Aaron Brooks,2015,PG,30.0,82.0,1885.0,14.4,0.534,25.0,-0.8,0.5,3.3,1.7,1.5,11.6,2.0,3.2,0.7,0.2,1.9,0.421,0.387,0.833,11.8
Aaron Brooks,2016,PG,31.0,69.0,1108.0,11.8,0.494,22.9,-2.6,-0.2,0.9,0.2,0.7,7.1,1.5,2.6,0.4,0.1,1.2,0.401,0.357,0.766,9.5
Aaron Brooks,2017,PG,32.0,65.0,894.0,9.5,0.507,19.2,-3.7,-0.4,0.3,-0.2,0.5,5.0,1.1,1.9,0.4,0.1,1.0,0.403,0.375,0.8,9.8
Aaron Gordon,2015,PF,19.0,47.0,797.0,11.4,0.517,15.5,-2.7,-0.2,1.0,0.3,0.7,5.2,3.6,0.7,0.4,0.5,0.8,0.447,0.271,0.721,17.0
Aaron Gordon,2016,PF,20.0,78.0,1863.0,17.0,0.541,17.3,1.0,1.4,5.4,3.2,2.2,9.2,6.5,1.6,0.8,0.7,0.8,0.473,0.296,0.668,14.5
Aaron Gordon,2017,SF,21.0,80.0,2298.0,14.5,0.53,20.1,-1.0,0.6,3.7,2.0,1.7,12.7,5.1,1.9,0.8,0.5,1.1,0.454,0.288,0.719,16.5
Aaron Gordon,2018,PF,22.0,58.0,1909.0,16.5,0.53,24.7,0.3,1.1,2.9,0.9,2.0,17.6,7.9,2.3,1.0,0.8,1.8,0.434,0.336,0.698,15.1
Aaron Gordon,2019,PF,24.0,62.0,2017.0,15.1,0.516,20.7,0.0,1.0,3.7,1.4,2.3,16.0,7.4,3.7,0.7,0.7,2.1,0.449,0.349,0.731,15.1
Aaron Gordon,2020,PF,24.0,62.0,2017.0,15.1,0.516,20.7,0.0,1.0,3.7,1.4,2.3,14.4,7.7,3.7,0.8,0.6,1.6,0.437,0.308,0.674,14.5
Aaron Gordon,2021,PF,25.0,50.0,1384.0,14.5,0.547,20.7,0.1,0.7,1.9,0.7,1.2,12.4,5.7,3.2,0.7,0.7,1.9,0.463,0.335,0.651,15.3
Aaron Gordon,2022,PF,26.0,75.0,2376.0,15.3,0.602,19.7,-0.6,0.9,5.2,3.2,2.0,15.0,5.9,2.5,0.6,0.6,1.8,0.52,0.335,0.743,19.5
Aaron Gordon,2023,PF,27.0,68.0,2055.0,19.5,0.617,21.1,2.1,2.1,6.8,4.6,2.2,16.3,6.6,3.0,0.8,0.8,1.4,0.564,0.347,0.608,16.8
Aaron Gordon,2024,PF,28.0,73.0,2297.0,16.8,0.607,17.8,1.3,1.9,7.1,4.5,2.6,13.9,6.5,3.5,0.8,0.6,1.4,0.556,0.29,0.658,17.0
Aaron Holiday,2019,PG,23.0,66.0,1617.0,11.6,0.521,18.7,-1.6,0.2,2.1,0.4,1.7,5.9,1.3,1.7,0.4,0.3,0.8,0.401,0.339,0.82,11.6
Aaron Holiday,2020,PG,23.0,66.0,1617.0,11.6,0.521,18.7,-1.6,0.2,2.1,0.4,1.7,9.5,2.4,3.4,0.8,0.2,1.3,0.414,0.394,0.851,9.2
Aaron Holiday,2021,PG,24.0,66.0,1176.0,9.2,0.503,19.5,-4.2,-0.7,0.2,-0.6,0.8,7.2,1.3,1.9,0.7,0.2,1.0,0.39,0.368,0.819,12.6
Aaron Holiday,2022,PG,25.0,63.0,1021.0,12.6,0.544,18.7,-1.7,0.1,1.5,0.5,0.9,6.3,1.9,2.4,0.7,0.1,1.1,0.447,0.379,0.868,9.4
Aaron Holiday,2023,PG,26.0,63.0,845.0,9.4,0.528,13.4,-2.0,0.0,0.9,0.3,0.6,3.9,1.2,1.4,0.6,0.2,0.6,0.418,0.409,0.844,11.5
Aaron Holiday,2024,PG,27.0,78.0,1269.0,11.5,0.578,16.7,-1.5,0.2,2.5,1.3,1.2,6.6,1.6,1.8,0.5,0.1,0.7,0.446,0.387,0.921,12.2
Aaron Nesmith,2021,SF,21.0,46.0,669.0,9.4,0.573,13.7,-3.2,-0.2,1.1,0.5,0.6,4.7,2.8,0.5,0.3,0.2,0.5,0.438,0.37,0.786,7.3
Aaron Nesmith,2022,SF,22.0,52.0,574.0,7.3,0.507,17.2,-4.3,-0.3,0.4,-0.4,0.9,3.8,1.7,0.4,0.4,0.1,0.6,0.396,0.27,0.808,10.5
Aaron Nesmith,2023,SF,23.0,73.0,1816.0,10.5,0.566,16.8,-3.0,-0.4,2.0,0.9,1.1,10.1,3.8,1.3,0.8,0.5,1.0,0.427,0.366,0.838,12.8
Aaron Nesmith,2024,SF,24.0,72.0,1995.0,12.8,0.631,16.0,-0.5,0.8,4.1,2.8,1.3,12.2,3.8,1.5,0.9,0.7,0.9,0.496,0.419,0.781,14.6
Aaron Wiggins,2022,SG,23.0,50.0,1209.0,10.3,0.556,15.3,-4.3,-0.7,1.2,0.5,0.8,8.3,3.6,1.4,0.6,0.2,1.1,0.463,0.304,0.729,12.2
Aaron Wiggins,2023,SG,24.0,70.0,1297.0,12.2,0.607,14.5,-2.1,0.0,2.6,1.4,1.2,6.8,3.0,1.1,0.6,0.2,0.8,0.512,0.393,0.831,15.6
Aaron Wiggins,2024,SG,25.0,78.0,1228.0,15.6,0.664,16.4,0.7,0.8,3.7,2.1,1.6,6.9,2.4,1.1,0.7,0.2,0.7,0.562,0.492,0.789,16.1
Abdel Nader,2018,SF,24.0,48.0,522.0,5.1,0.439,17.1,-5.3,-0.4,-0.1,-0.9,0.8,3.0,1.5,0.5,0.3,0.2,0.7,0.336,0.354,0.59,11.3
Abdel Nader,2019,SF,26.0,55.0,867.0,11.3,0.591,17.0,-1.0,0.2,1.3,0.5,0.9,4.0,1.9,0.3,0.3,0.2,0.4,0.423,0.32,0.75,11.3
Abdel Nader,2020,SF,26.0,55.0,867.0,11.3,0.591,17.0,-1.0,0.2,1.3,0.5,0.9,6.3,1.8,0.7,0.4,0.4,0.8,0.468,0.375,0.773,13.4
Admiral Schofield,2020,PF,22.0,33.0,368.0,6.1,0.502,11.9,-5.5,-0.3,0.1,0.1,0.1,3.0,1.4,0.5,0.2,0.1,0.2,0.38,0.311,0.667,7.5
Admiral Schofield,2022,SF,24.0,38.0,469.0,7.5,0.538,14.5,-5.4,-0.4,0.3,-0.1,0.3,3.8,2.3,0.7,0.1,0.1,0.6,0.419,0.329,0.8,10.1
Admiral Schofield,2023,PF,25.0,37.0,451.0,10.1,0.587,14.1,-2.9,-0.1,0.8,0.5,0.3,4.2,1.7,0.8,0.2,0.1,0.4,0.451,0.324,0.913,6.0
Adreian Payne,2015,PF,23.0,32.0,739.0,7.7,0.443,17.0,-6.9,-0.9,-0.5,-0.7,0.2,6.7,5.1,0.9,0.6,0.3,1.4,0.414,0.111,0.652,5.6
Al Horford,2015,C,28.0,76.0,2318.0,21.4,0.563,22.2,4.1,3.6,8.7,5.1,3.6,15.2,7.2,3.2,0.9,1.3,1.3,0.538,0.306,0.759,19.4
Al Horford,2016,C,29.0,82.0,2631.0,19.4,0.565,20.6,3.8,3.9,9.4,4.9,4.5,15.2,7.3,3.2,0.8,1.5,1.3,0.505,0.344,0.798,17.7
Al Horford,2017,C,30.0,68.0,2193.0,17.7,0.553,19.7,3.4,3.0,6.3,3.6,2.7,14.0,6.8,5.0,0.8,1.3,1.7,0.473,0.355,0.8,17.6
Al Horford,2018,C,31.0,72.0,2277.0,17.6,0.575,18.4,4.4,3.7,7.8,4.0,3.8,12.9,7.4,4.7,0.6,1.1,1.8,0.489,0.429,0.783,15.7
Al Horford,2019,C,33.0,67.0,2025.0,15.7,0.536,17.5,2.2,2.2,5.4,2.8,2.6,13.6,6.7,4.2,0.9,1.3,1.5,0.535,0.36,0.821,15.7
Al Horford,2020,C,33.0,67.0,2025.0,15.7,0.536,17.5,2.2,2.2,5.4,2.8,2.6,11.9,6.8,4.0,0.8,0.9,1.2,0.45,0.35,0.763,17.4
Al Horford,2021,C,34.0,28.0,782.0,17.4,0.538,21.6,3.4,1.1,1.6,0.8,0.9,14.2,6.7,3.4,0.9,0.9,1.0,0.45,0.368,0.818,16.7
Al Horford,2022,C,35.0,69.0,2005.0,16.7,0.574,14.8,4.3,3.2,7.6,3.7,3.8,10.2,7.7,3.4,0.7,1.3,0.9,0.467,0.336,0.842,13.8
Al Horford,2023,C,36.0,63.0,1922.0,13.8,0.631,11.9,3.3,2.5,6.3,3.6,2.7,9.8,6.2,3.0,0.5,1.0,0.6,0.476,0.446,0.714,15.0
Al Horford,2024,C,37.0,65.0,1740.0,15.0,0.65,12.0,3.6,2.5,6.2,3.5,2.7,8.6,6.4,2.6,0.6,1.0,0.7,0.511,0.419,0.867,12.9
Al Jefferson,2015,C,30.0,65.0,1992.0,19.7,0.5,26.3,1.6,1.8,4.7,1.3,3.4,16.6,8.4,1.7,0.7,1.3,1.0,0.481,0.4,0.655,18.2
Al Jefferson,2016,C,31.0,47.0,1096.0,18.2,0.507,24.2,-0.5,0.4,2.8,1.0,1.8,12.0,6.4,1.5,0.6,0.9,0.7,0.485,,0.649,18.9
Al Jefferson,2017,C,32.0,66.0,931.0,18.9,0.526,26.1,-1.4,0.1,2.3,1.2,1.1,8.1,4.2,0.9,0.3,0.2,0.5,0.499,0.0,0.765,20.2
Al-Farouq Aminu,2015,SF,24.0,74.0,1366.0,14.4,0.504,15.2,0.7,1.0,3.3,1.2,2.0,5.6,4.6,0.8,0.9,0.8,0.7,0.412,0.274,0.712,12.7
Al-Farouq Aminu,2016,SF,25.0,82.0,2341.0,12.7,0.533,16.9,0.1,1.2,4.0,1.7,2.3,10.2,6.1,1.7,0.9,0.6,1.5,0.416,0.361,0.737,11.3
Al-Farouq Aminu,2017,PF,26.0,61.0,1773.0,11.3,0.506,15.4,-1.1,0.4,1.9,-0.1,2.0,8.7,7.4,1.6,1.0,0.7,1.5,0.393,0.33,0.706,12.0
Al-Farouq Aminu,2018,PF,27.0,69.0,2072.0,12.0,0.522,14.8,0.4,1.3,4.2,0.9,3.2,9.3,7.6,1.2,1.1,0.6,1.1,0.395,0.369,0.738,8.9
Alan Anderson,2015,SG,32.0,74.0,1744.0,10.6,0.563,14.2,-1.5,0.2,2.7,1.7,1.1,7.4,2.8,1.1,0.8,0.1,0.8,0.443,0.348,0.812,5.0
Alec Burks,2015,SG,23.0,27.0,899.0,13.0,0.524,20.8,-1.7,0.1,1.7,1.1,0.6,13.9,4.2,3.0,0.6,0.2,1.9,0.403,0.382,0.822,14.3
Alec Burks,2016,SG,24.0,31.0,797.0,14.3,0.52,25.9,-0.4,0.3,1.5,0.7,0.8,13.3,3.5,2.0,0.6,0.1,1.6,0.41,0.405,0.752,11.6
Alec Burks,2017,SG,25.0,42.0,653.0,11.6,0.501,22.7,-2.3,0.0,0.8,-0.1,0.9,6.7,2.9,0.7,0.4,0.1,0.8,0.399,0.329,0.769,13.1
Alec Burks,2018,SG,26.0,64.0,1059.0,13.1,0.527,22.5,-0.9,0.3,1.9,0.2,1.6,7.7,3.0,1.0,0.6,0.1,0.9,0.411,0.331,0.863,16.7
Alec Burks,2019,SF,28.0,66.0,1754.0,16.7,0.561,23.8,0.5,1.1,3.7,2.5,1.2,8.8,3.7,2.0,0.6,0.3,1.0,0.405,0.363,0.823,16.7
Alec Burks,2020,SF,28.0,66.0,1754.0,16.7,0.561,23.8,0.5,1.1,3.7,2.5,1.2,15.0,4.3,2.9,0.9,0.3,1.4,0.418,0.385,0.887,14.8
Alec Burks,2021,SG,29.0,49.0,1255.0,14.8,0.564,21.3,1.5,1.1,3.3,1.5,1.8,12.7,4.6,2.2,0.6,0.3,1.0,0.42,0.415,0.856,13.7
Alec Burks,2022,SG,30.0,81.0,2318.0,13.7,0.559,17.7,0.8,1.7,6.1,3.2,2.9,11.7,4.9,3.0,1.0,0.3,1.1,0.391,0.404,0.822,16.5
Alec Burks,2023,SG,31.0,51.0,1122.0,16.5,0.602,22.8,1.2,0.9,2.5,1.9,0.6,12.8,3.1,2.2,0.7,0.2,1.1,0.436,0.414,0.814,12.9
Alec Burks,2024,SG,32.0,66.0,1212.0,12.9,0.536,24.4,-2.3,-0.1,1.4,0.7,0.7,10.4,2.3,1.3,0.4,0.2,0.7,0.369,0.376,0.868,12.8
Aleksej Pokusevski,2021,PF,19.0,45.0,1090.0,6.1,0.43,20.5,-6.1,-1.1,-1.9,-2.9,1.0,8.2,4.7,2.2,0.4,0.9,2.2,0.341,0.28,0.738,12.0
Aleksej Pokusevski,2022,PF,20.0,61.0,1233.0,12.0,0.485,20.0,-2.6,-0.2,0.4,-1.1,1.5,7.6,5.2,2.1,0.6,0.6,1.5,0.408,0.289,0.7,13.4
Aleksej Pokusevski,2023,PF,21.0,34.0,701.0,13.4,0.522,18.3,0.0,0.3,1.0,0.0,1.0,8.1,4.7,1.9,0.6,1.3,1.3,0.434,0.365,0.629,12.7
Alex Caruso,2018,PG,23.0,37.0,562.0,8.7,0.519,12.9,-2.9,-0.1,0.5,-0.1,0.6,3.6,1.8,2.0,0.6,0.3,1.1,0.431,0.302,0.7,10.8
Alex Caruso,2019,PG,25.0,64.0,1175.0,10.8,0.525,13.8,-0.2,0.5,2.3,0.5,1.8,9.2,2.7,3.1,1.0,0.4,1.7,0.445,0.48,0.797,10.8
Alex Caruso,2020,PG,25.0,64.0,1175.0,10.8,0.525,13.8,-0.2,0.5,2.3,0.5,1.8,5.5,1.9,1.9,1.1,0.3,0.8,0.412,0.333,0.734,11.1
Alex Caruso,2021,PG,26.0,58.0,1216.0,11.1,0.547,14.8,0.0,0.6,2.4,0.3,2.1,6.4,2.9,2.8,1.1,0.3,1.3,0.436,0.401,0.645,11.7
Alex Caruso,2022,SG,27.0,41.0,1147.0,11.7,0.528,13.3,0.2,0.6,2.0,0.7,1.2,7.4,3.6,4.0,1.7,0.4,1.4,0.398,0.333,0.795,11.5
Alex Caruso,2023,PG,28.0,67.0,1575.0,11.5,0.588,11.1,1.1,1.2,3.6,1.0,2.6,5.6,2.9,2.9,1.5,0.7,1.1,0.455,0.364,0.808,14.5
Alex Caruso,2024,SG,29.0,71.0,2040.0,14.5,0.613,14.7,2.5,2.3,4.9,2.3,2.6,10.1,3.8,3.5,1.7,1.0,1.4,0.468,0.408,0.76,15.9
Alex Len,2015,C,21.0,69.0,1518.0,13.5,0.542,13.7,-1.8,0.1,3.4,1.2,2.1,6.3,6.6,0.5,0.5,1.5,1.1,0.507,0.333,0.702,12.4
Alex Len,2016,C,22.0,78.0,1821.0,12.4,0.482,20.4,-4.3,-1.0,1.3,-0.5,1.8,9.0,7.6,1.2,0.5,0.8,1.9,0.423,0.143,0.728,15.0
Alex Len,2017,C,23.0,77.0,1560.0,15.0,0.553,17.6,-2.3,-0.1,3.0,1.2,1.7,8.0,6.6,0.6,0.5,1.3,1.3,0.497,0.25,0.721,19.4
Alex Len,2018,C,24.0,69.0,1395.0,19.4,0.612,17.0,0.3,0.8,4.5,3.2,1.3,8.5,7.5,1.2,0.4,0.9,1.1,0.566,0.333,0.684,17.7
Alex Len,2019,C,26.0,55.0,970.0,17.7,0.6,18.1,-0.7,0.3,2.5,1.5,1.0,11.1,5.5,1.1,0.4,0.9,1.3,0.494,0.363,0.648,17.7
Alex Len,2020,C,26.0,55.0,970.0,17.7,0.6,18.1,-0.7,0.3,2.5,1.5,1.0,8.0,5.8,0.9,0.4,0.9,1.0,0.555,0.271,0.648,16.4
Alex Len,2021,C,27.0,64.0,979.0,16.4,0.643,16.3,-0.1,0.5,2.7,1.5,1.3,6.6,4.1,0.8,0.3,1.0,0.9,0.615,0.32,0.629,13.1
Alex Len,2022,C,28.0,39.0,620.0,13.1,0.577,17.1,-2.9,-0.1,0.9,0.4,0.5,6.0,4.1,1.2,0.3,0.6,1.1,0.534,0.286,0.651,12.8
Alex Len,2023,C,29.0,26.0,161.0,12.8,0.58,14.1,-4.0,-0.1,0.3,0.1,0.2,1.7,2.3,0.5,0.2,0.4,0.6,0.533,0.0,0.688,14.7
Alex Len,2024,C,30.0,48.0,444.0,14.7,0.625,11.8,0.2,0.2,1.3,0.6,0.7,2.5,2.7,1.0,0.2,0.7,0.6,0.617,0.0,0.588,10.6
Alexis Ajinça,2015,C,26.0,68.0,957.0,19.9,0.595,21.1,-0.3,0.4,3.2,1.9,1.2,6.5,4.6,0.7,0.3,0.8,1.0,0.55,,0.818,13.8
Alexis Ajinça,2016,C,27.0,59.0,861.0,13.8,0.514,20.4,-4.0,-0.4,1.0,0.2,0.9,6.0,4.6,0.5,0.3,0.6,0.9,0.476,0.0,0.839,12.9
Alfonzo McKinnie,2019,SF,27.0,40.0,593.0,8.7,0.493,15.2,-5.3,-0.5,0.2,-0.2,0.3,4.7,3.4,0.4,0.3,0.2,0.4,0.487,0.356,0.563,8.7
Alfonzo McKinnie,2020,SF,27.0,40.0,593.0,8.7,0.493,15.2,-5.3,-0.5,0.2,-0.2,0.3,4.6,2.8,0.4,0.6,0.2,0.7,0.427,0.215,0.71,15.5
Allen Crabbe,2015,SG,22.0,51.0,683.0,8.7,0.525,11.5,-0.8,0.2,1.3,0.5,0.8,3.3,1.4,0.8,0.4,0.3,0.3,0.412,0.353,0.75,12.2
Allen Crabbe,2016,SG,23.0,81.0,2105.0,12.2,0.572,16.4,-1.0,0.5,4.3,3.1,1.2,10.3,2.7,1.2,0.8,0.2,0.8,0.459,0.393,0.867,11.6
Allen Crabbe,2017,SG,24.0,79.0,2254.0,11.6,0.602,14.9,-1.3,0.4,4.2,3.1,1.0,10.7,2.9,1.2,0.7,0.3,0.8,0.468,0.444,0.847,12.3
Allen Crabbe,2018,SG,25.0,75.0,2197.0,12.3,0.558,19.0,-0.7,0.7,3.2,1.8,1.4,13.2,4.3,1.6,0.6,0.5,1.0,0.407,0.378,0.852,6.0
Allen Crabbe,2019,SF,27.0,37.0,653.0,6.0,0.47,12.7,-5.3,-0.5,-0.1,-0.2,0.2,9.6,3.4,1.1,0.5,0.3,1.1,0.367,0.378,0.732,6.0
Allonzo Trier,2019,SG,24.0,24.0,291.0,14.5,0.62,21.4,-0.4,0.1,0.5,0.5,0.1,10.9,3.1,1.9,0.4,0.2,1.8,0.448,0.394,0.803,14.5
Alonzo Gee,2015,SF,27.0,54.0,662.0,13.0,0.548,16.7,-0.6,0.2,1.2,0.6,0.6,4.5,1.7,0.5,0.6,0.1,0.6,0.468,0.371,0.701,8.4
Alperen Şengün,2022,C,19.0,72.0,1489.0,16.0,0.552,22.0,-1.0,0.4,2.1,0.8,1.3,9.6,5.5,2.6,0.8,0.9,2.0,0.474,0.248,0.711,19.7
Alperen Şengün,2023,C,20.0,75.0,2171.0,19.7,0.599,21.4,1.4,1.9,5.2,3.4,1.8,14.8,9.0,3.9,0.9,0.9,2.6,0.553,0.333,0.715,22.0
Alperen Şengün,2024,C,21.0,63.0,2046.0,22.0,0.585,27.0,4.9,3.5,6.9,3.8,3.1,21.1,9.3,5.0,1.2,0.7,2.6,0.537,0.297,0.693,21.4
Amar'e Stoudemire,2015,PF,32.0,59.0,1245.0,20.3,0.595,23.8,0.1,0.7,3.6,2.6,1.0,11.5,5.6,0.8,0.5,0.6,1.3,0.557,0.0,0.72,17.3
Amen Thompson,2024,SF,21.0,62.0,1388.0,18.2,0.576,18.5,1.8,1.3,4.3,1.9,2.4,9.5,6.6,2.6,1.3,0.6,1.5,0.536,0.138,0.684,18.7
Amir Coffey,2021,SG,23.0,44.0,394.0,10.1,0.585,15.1,-2.0,0.0,0.7,0.4,0.3,3.2,1.0,0.5,0.2,0.0,0.3,0.437,0.411,0.711,13.0
Amir Coffey,2022,SG,24.0,69.0,1567.0,13.0,0.598,15.8,-0.3,0.7,3.8,2.3,1.5,9.0,2.9,1.8,0.6,0.2,0.7,0.453,0.378,0.863,7.0
Amir Coffey,2023,SF,25.0,50.0,625.0,7.0,0.498,13.5,-5.0,-0.5,0.4,0.1,0.3,3.4,1.1,1.1,0.1,0.1,0.4,0.386,0.275,0.778,10.0
Amir Coffey,2024,SF,26.0,70.0,1460.0,10.0,0.604,12.5,-2.2,-0.1,2.6,1.6,1.0,6.6,2.1,1.1,0.6,0.2,0.5,0.472,0.38,0.859,11.2
Amir Johnson,2015,PF,27.0,75.0,1979.0,15.4,0.603,15.7,-0.1,0.9,5.1,3.5,1.6,9.3,6.1,1.6,0.6,0.8,1.5,0.574,0.413,0.612,16.0
Amir Johnson,2016,PF,28.0,79.0,1800.0,16.0,0.602,13.6,1.2,1.4,5.9,3.0,2.9,7.3,6.4,1.7,0.7,1.1,1.2,0.585,0.233,0.57,15.0
Amir Johnson,2017,PF,29.0,80.0,1608.0,15.0,0.628,13.6,0.6,1.1,5.0,2.9,2.1,6.5,4.6,1.8,0.6,0.8,1.0,0.576,0.409,0.67,14.9
Anderson Varejão,2015,C,32.0,26.0,636.0,17.7,0.58,18.1,0.6,0.4,1.9,1.2,0.7,9.8,6.5,1.3,0.7,0.6,1.3,0.555,0.0,0.733,11.1
Andre Drummond,2015,C,21.0,82.0,2502.0,21.4,0.504,22.0,-0.1,1.2,7.7,3.4,4.3,13.8,13.5,0.7,0.9,1.9,1.5,0.514,0.0,0.389,21.2
Andre Drummond,2016,C,22.0,81.0,2666.0,21.2,0.499,24.1,1.1,2.0,7.4,2.0,5.5,16.2,14.8,0.8,1.5,1.4,1.9,0.521,0.333,0.355,20.9
Andre Drummond,2017,C,23.0,81.0,2409.0,20.9,0.518,22.4,1.0,1.8,6.7,1.4,5.3,13.6,13.8,1.1,1.5,1.1,1.9,0.53,0.286,0.386,22.9
Andre Drummond,2018,C,24.0,78.0,2625.0,22.9,0.555,21.2,3.2,3.4,10.3,4.6,5.7,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.0,0.605,22.0
Andre Drummond,2019,C,26.0,57.0,1879.0,22.0,0.553,25.9,0.9,1.4,4.2,0.6,3.6,17.3,15.6,1.4,1.7,1.7,2.2,0.533,0.132,0.59,22.0
Andre Drummond,2020,C,26.0,57.0,1879.0,22.0,0.553,25.9,0.9,1.4,4.2,0.6,3.6,17.7,15.2,2.7,1.9,1.6,3.6,0.533,0.143,0.575,19.4
Andre Drummond,2021,C,27.0,46.0,1242.0,19.4,0.519,27.6,-1.2,0.3,2.0,-0.6,2.5,14.9,12.0,2.0,1.4,1.1,2.7,0.493,0.0,0.6,21.0
Andre Drummond,2022,C,28.0,73.0,1437.0,21.0,0.574,19.0,1.3,1.2,5.1,2.0,3.1,7.9,9.3,1.8,1.1,0.9,1.6,0.57,0.0,0.524,20.8
Andre Drummond,2023,C,29.0,67.0,849.0,20.8,0.606,21.0,-0.8,0.3,2.8,0.8,2.0,6.0,6.6,0.5,0.7,0.4,1.1,0.606,0.0,0.536,23.0
Andre Drummond,2024,C,30.0,79.0,1351.0,23.0,0.576,21.3,0.1,0.7,4.9,2.3,2.6,8.4,9.0,0.5,0.9,0.6,1.0,0.556,0.0,0.592,16.0
Andre Iguodala,2015,SF,31.0,77.0,2069.0,12.3,0.553,13.3,0.9,1.5,5.1,2.3,2.8,7.8,3.3,3.0,1.2,0.3,1.1,0.466,0.349,0.596,12.2
Andre Iguodala,2016,SF,32.0,65.0,1732.0,12.2,0.565,12.1,1.1,1.4,4.4,2.3,2.1,7.0,4.0,3.4,1.1,0.3,1.2,0.478,0.351,0.614,14.3
Andre Iguodala,2017,SF,33.0,76.0,1998.0,14.3,0.624,11.2,2.5,2.3,6.9,4.1,2.9,7.6,4.0,3.4,1.0,0.5,0.8,0.528,0.362,0.706,11.2
Andre Iguodala,2018,SF,34.0,64.0,1622.0,11.2,0.536,11.5,-0.3,0.7,3.2,1.6,1.6,6.0,3.8,3.3,0.8,0.6,1.0,0.463,0.282,0.632,10.5
Andre Iguodala,2019,SF,36.0,21.0,418.0,10.5,0.507,12.7,-0.5,0.2,0.6,0.0,0.6,5.7,3.7,3.2,0.9,0.8,0.8,0.5,0.333,0.582,10.5
Andre Iguodala,2020,SF,36.0,21.0,418.0,10.5,0.507,12.7,-0.5,0.2,0.6,0.0,0.6,4.6,3.7,2.4,0.7,1.0,1.2,0.432,0.298,0.4,9.2
Andre Iguodala,2021,SF,37.0,63.0,1339.0,9.2,0.519,11.2,-0.4,0.5,1.7,-0.1,1.8,4.4,3.5,2.3,0.9,0.6,1.1,0.383,0.33,0.658,12.3
Andre Jackson Jr.,2024,SG,22.0,57.0,572.0,8.5,0.596,10.0,-3.6,-0.2,1.0,0.5,0.5,2.2,2.0,0.9,0.3,0.1,0.5,0.5,0.37,0.727,8.6
Andre Miller,2015,PG,38.0,81.0,1253.0,13.3,0.548,15.3,-2.1,0.0,2.2,1.4,0.8,4.4,1.9,3.5,0.4,0.1,1.3,0.5,0.206,0.753,13.4
Andre Roberson,2015,SG,23.0,67.0,1286.0,9.1,0.513,9.0,-0.7,0.4,2.1,0.5,1.6,3.4,3.8,1.0,0.8,0.4,0.7,0.458,0.247,0.479,10.2
Andre Roberson,2016,SG,24.0,70.0,1553.0,10.2,0.566,9.1,0.5,1.0,3.4,1.8,1.6,4.8,3.6,0.7,0.8,0.6,0.5,0.496,0.311,0.611,9.6
Andre Roberson,2017,SF,25.0,79.0,2376.0,9.6,0.51,10.1,-1.0,0.6,4.2,1.1,3.1,6.6,5.1,1.0,1.2,1.0,0.6,0.464,0.245,0.423,10.9
Andrea Bargnani,2015,C,29.0,29.0,785.0,16.6,0.527,26.4,-1.1,0.2,0.9,0.8,0.2,14.8,4.4,1.6,0.1,0.9,1.4,0.454,0.366,0.813,11.8
Andrew Bogut,2015,C,30.0,67.0,1583.0,15.8,0.565,13.2,2.4,1.8,5.2,1.9,3.4,6.3,8.1,2.7,0.6,1.7,1.6,0.563,,0.524,15.9
Andrew Bogut,2016,C,31.0,70.0,1451.0,15.9,0.623,11.4,2.4,1.6,5.4,2.6,2.9,5.4,7.0,2.3,0.5,1.6,1.2,0.627,1.0,0.48,9.3
Andrew Bogut,2017,C,32.0,27.0,583.0,9.3,0.46,10.4,-2.6,-0.1,0.7,-0.3,1.0,2.9,8.1,1.8,0.5,0.9,1.6,0.469,0.0,0.273,10.9
Andrew Harrison,2017,PG,22.0,72.0,1474.0,8.7,0.477,16.4,-3.4,-0.5,1.6,0.0,1.5,5.9,1.9,2.8,0.7,0.3,1.2,0.325,0.276,0.763,12.7
Andrew Nembhard,2023,SG,23.0,75.0,2073.0,10.0,0.528,16.1,-3.2,-0.6,1.2,0.4,0.8,9.5,2.7,4.5,0.9,0.2,1.7,0.441,0.35,0.79,11.3
Andrew Nembhard,2024,PG,24.0,68.0,1697.0,11.3,0.573,16.0,-2.2,-0.1,2.0,1.3,0.7,9.2,2.1,4.1,0.9,0.1,1.5,0.498,0.357,0.804,11.7
Andrew Nicholson,2015,PF,25.0,40.0,492.0,10.3,0.483,20.8,-4.9,-0.4,0.1,-0.2,0.3,4.9,2.1,0.6,0.2,0.3,0.6,0.437,0.317,0.6,14.8
