Player,season,Pos,Age,G,MP,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,FT%,PER_next
Jameer Nelson,2017,PG,34.0,75.0,2045.0,11.5,0.544,15.8,-2.0,0.0,2.8,2.3,0.5,9.2,2.6,5.1,0.7,0.1,1.7,0.444,0.388,0.714,8.1
James Bouknight,2022,SG,21.0,31.0,304.0,10.1,0.459,23.7,-7.1,-0.4,0.0,-0.1,0.1,4.6,1.7,0.8,0.2,0.0,0.5,0.348,0.347,0.871,6.2
James Ennis III,2015,SF,24.0,62.0,1051.0,11.5,0.541,14.6,-1.5,0.1,1.9,1.2,0.8,5.0,2.8,0.8,0.4,0.3,0.6,0.409,0.326,0.84,17.8
James Ennis III,2016,SF,25.0,22.0,329.0,17.8,0.621,19.8,1.5,0.3,0.9,0.7,0.2,7.2,1.9,1.0,0.7,0.2,0.9,0.478,0.448,0.735,10.6
James Ennis III,2017,SF,26.0,64.0,1501.0,10.6,0.581,13.0,-1.2,0.3,3.1,1.4,1.7,6.7,4.0,1.0,0.7,0.3,0.9,0.455,0.372,0.782,11.6
James Ennis III,2018,SF,27.0,72.0,1604.0,11.6,0.588,13.7,-1.2,0.3,3.1,2.0,1.1,7.1,3.1,1.0,0.7,0.3,0.8,0.474,0.333,0.836,11.5
James Ennis III,2019,SG,29.0,69.0,1265.0,11.5,0.565,15.7,-2.6,-0.2,2.4,1.0,1.4,6.7,3.1,0.7,0.7,0.4,0.6,0.469,0.353,0.716,11.5
James Ennis III,2020,SG,29.0,69.0,1265.0,11.5,0.565,15.7,-2.6,-0.2,2.4,1.0,1.4,6.6,3.6,0.9,0.5,0.3,0.8,0.446,0.325,0.806,12.5
James Harden,2015,SG,25.0,81.0,2981.0,26.7,0.605,31.3,8.8,8.1,16.4,12.2,4.2,27.4,5.7,7.0,1.9,0.7,4.0,0.44,0.375,0.868,25.3
James Harden,2016,SG,26.0,82.0,3125.0,25.3,0.598,32.5,6.6,6.8,13.3,10.7,2.6,29.0,6.1,7.5,1.7,0.6,4.6,0.439,0.359,0.86,27.4
James Harden,2017,PG,27.0,81.0,2947.0,27.4,0.613,34.2,8.7,8.0,15.0,11.5,3.6,29.1,8.1,11.2,1.5,0.5,5.7,0.44,0.347,0.847,29.8
James Harden,2018,SG,28.0,72.0,2551.0,29.8,0.619,36.1,9.9,7.7,15.4,11.6,3.8,30.4,5.4,8.8,1.8,0.7,4.4,0.449,0.367,0.858,29.1
James Harden,2019,SG,30.0,68.0,2483.0,29.1,0.626,36.3,9.6,7.3,13.1,9.9,3.2,36.1,6.6,7.5,2.0,0.7,5.0,0.442,0.368,0.879,29.1
James Harden,2020,SG,30.0,68.0,2483.0,29.1,0.626,36.3,9.6,7.3,13.1,9.9,3.2,34.3,6.6,7.5,1.8,0.9,4.5,0.444,0.355,0.865,24.5
James Harden,2021,PG,31.0,44.0,1609.0,24.5,0.618,28.4,7.2,3.7,7.0,5.3,1.7,24.6,7.9,10.8,1.2,0.8,4.0,0.466,0.362,0.861,20.9
James Harden,2022,PG,32.0,65.0,2419.0,20.9,0.583,27.2,4.0,3.7,7.6,4.9,2.7,22.0,7.7,10.3,1.3,0.6,4.4,0.41,0.33,0.877,21.6
James Harden,2023,PG,33.0,58.0,2135.0,21.6,0.607,25.0,5.4,4.0,8.4,5.8,2.6,21.0,6.1,10.7,1.2,0.5,3.4,0.441,0.385,0.867,18.6
James Harden,2024,PG,34.0,72.0,2470.0,18.6,0.612,20.6,4.1,3.8,8.4,5.9,2.5,16.6,5.1,8.5,1.1,0.8,2.6,0.428,0.381,0.878,20.0
James Johnson,2015,PF,27.0,70.0,1370.0,17.9,0.617,17.4,2.4,1.5,4.1,2.5,1.6,7.9,3.7,1.4,0.8,1.0,1.1,0.589,0.216,0.657,11.4
James Johnson,2016,PF,28.0,57.0,926.0,11.4,0.532,15.9,-1.0,0.2,1.3,0.3,1.0,5.0,2.2,1.2,0.5,0.6,0.9,0.475,0.303,0.574,17.0
James Johnson,2017,PF,29.0,76.0,2085.0,17.0,0.564,22.0,2.8,2.5,5.1,1.9,3.2,12.8,4.9,3.6,1.0,1.1,2.3,0.479,0.34,0.707,15.8
James Johnson,2018,PF,30.0,73.0,1943.0,15.8,0.575,19.1,1.6,1.7,5.0,2.2,2.8,10.8,4.9,3.8,1.0,0.7,1.9,0.503,0.308,0.698,14.8
James Johnson,2019,PF,32.0,32.0,619.0,14.8,0.572,19.4,0.0,0.3,1.1,0.3,0.8,7.8,3.2,2.5,0.6,0.5,1.3,0.433,0.336,0.714,14.8
James Johnson,2020,PF,32.0,32.0,619.0,14.8,0.572,19.4,0.0,0.3,1.1,0.3,0.8,8.4,3.7,2.3,0.8,1.0,1.5,0.479,0.363,0.646,11.4
James Johnson,2021,PF,33.0,51.0,1043.0,11.4,0.51,17.1,-1.2,0.2,1.2,-0.1,1.3,7.2,3.5,1.9,0.8,0.8,1.1,0.446,0.258,0.592,10.3
James Jones,2015,SF,34.0,57.0,669.0,11.1,0.565,15.8,-0.7,0.2,1.5,1.2,0.4,4.4,1.1,0.4,0.2,0.1,0.2,0.368,0.36,0.848,11.6
James Jones,2016,SF,35.0,48.0,463.0,11.6,0.58,16.2,-0.3,0.2,1.2,0.7,0.5,3.7,1.0,0.3,0.2,0.2,0.3,0.408,0.394,0.808,11.1
James Michael McAdoo,2016,PF,23.0,41.0,262.0,15.9,0.554,20.1,-1.8,0.0,0.8,0.5,0.3,2.9,1.4,0.4,0.2,0.2,0.4,0.536,0.5,0.531,13.1
James Wiseman,2021,C,19.0,39.0,836.0,13.1,0.552,23.8,-5.0,-0.6,0.7,-0.4,1.2,11.5,5.8,0.7,0.3,0.9,1.5,0.519,0.316,0.628,15.6
James Wiseman,2023,C,21.0,45.0,867.0,15.6,0.589,21.2,-3.5,-0.3,1.4,0.7,0.7,10.0,5.9,0.7,0.2,0.6,1.1,0.558,0.2,0.701,14.8
James Young,2015,SG,19.0,31.0,332.0,8.5,0.457,15.8,-3.4,-0.1,0.3,0.1,0.3,3.4,1.4,0.4,0.3,0.1,0.2,0.353,0.258,0.552,3.6
James Young,2016,SG,20.0,29.0,199.0,3.6,0.384,9.1,-4.5,-0.1,0.1,-0.2,0.2,1.0,0.9,0.3,0.2,0.0,0.2,0.306,0.231,0.25,10.0
Jarace Walker,2024,PF,20.0,33.0,340.0,11.8,0.527,16.1,0.2,0.2,0.4,0.1,0.3,3.6,1.9,1.2,0.5,0.3,0.5,0.409,0.4,0.889,11.9
Jared Butler,2022,SG,21.0,42.0,360.0,12.1,0.509,23.1,-1.6,0.0,0.4,0.0,0.5,3.8,1.1,1.5,0.4,0.2,0.8,0.404,0.318,0.688,14.1
Jared Butler,2024,SG,23.0,40.0,566.0,14.1,0.579,19.9,-2.1,0.0,0.6,0.3,0.3,6.3,1.5,3.2,0.7,0.2,1.3,0.488,0.308,0.861,15.6
Jared Dudley,2015,SG,29.0,72.0,1717.0,12.3,0.572,13.5,0.6,1.1,4.1,2.0,2.1,7.2,3.1,1.8,1.0,0.2,0.9,0.468,0.385,0.716,11.7
Jared Dudley,2016,PF,30.0,81.0,2098.0,11.7,0.602,12.7,-0.1,1.0,4.6,2.6,2.0,7.9,3.5,2.1,0.9,0.2,1.0,0.478,0.42,0.735,10.6
Jared Dudley,2017,PF,31.0,64.0,1362.0,10.6,0.579,13.8,-1.0,0.3,1.8,1.1,0.7,6.8,3.5,1.9,0.7,0.3,1.1,0.454,0.379,0.662,8.8
Jared Dudley,2018,PF,32.0,48.0,686.0,8.8,0.553,10.2,-2.5,-0.1,0.8,0.5,0.4,3.2,2.0,1.6,0.5,0.2,0.6,0.393,0.363,0.771,7.8
Jared Dudley,2019,PF,34.0,45.0,364.0,7.8,0.558,8.0,-0.7,0.1,0.8,0.3,0.5,4.9,2.6,1.4,0.6,0.3,0.7,0.423,0.351,0.696,7.8
Jared Sullinger,2015,PF,22.0,58.0,1566.0,17.9,0.503,23.6,1.1,1.2,4.0,1.9,2.1,13.3,7.6,2.3,0.8,0.7,1.3,0.439,0.283,0.744,16.7
Jarell Martin,2016,PF,21.0,27.0,380.0,14.0,0.534,19.2,-3.7,-0.2,0.8,0.5,0.2,5.7,3.2,0.6,0.3,0.3,0.7,0.466,0.0,0.726,8.7
Jarell Martin,2017,PF,22.0,42.0,558.0,8.7,0.477,16.4,-5.8,-0.5,0.6,-0.2,0.8,3.9,3.9,0.2,0.4,0.2,0.7,0.384,0.36,0.8,10.5
Jaren Jackson Jr.,2019,C,20.0,57.0,1622.0,16.3,0.593,24.0,0.4,1.0,3.5,1.6,1.8,13.8,4.7,1.1,0.9,1.4,1.7,0.506,0.359,0.766,16.3
Jaren Jackson Jr.,2020,C,20.0,57.0,1622.0,16.3,0.593,24.0,0.4,1.0,3.5,1.6,1.8,17.4,4.6,1.4,0.7,1.6,1.7,0.469,0.394,0.747,17.0
Jaren Jackson Jr.,2022,PF,22.0,78.0,2126.0,17.0,0.535,25.4,-0.1,1.0,5.4,1.7,3.7,16.3,5.8,1.1,0.9,2.3,1.7,0.415,0.319,0.823,21.6
Jaren Jackson Jr.,2023,C,23.0,63.0,1787.0,21.6,0.613,24.7,2.8,2.2,6.6,2.8,3.8,18.6,6.8,1.0,1.0,3.0,1.7,0.506,0.355,0.788,17.4
Jaren Jackson Jr.,2024,C,24.0,66.0,2124.0,17.4,0.552,30.4,0.4,1.3,3.0,0.2,2.8,22.5,5.5,2.3,1.2,1.6,2.4,0.444,0.32,0.808,19.6
Jarred Vanderbilt,2021,PF,21.0,64.0,1139.0,16.2,0.612,12.3,-0.1,0.5,3.1,1.6,1.5,5.4,5.8,1.2,1.0,0.7,0.8,0.606,0.2,0.559,15.3
Jarred Vanderbilt,2022,PF,22.0,74.0,1880.0,15.3,0.612,10.9,0.2,1.1,6.0,3.1,2.9,6.9,8.4,1.3,1.3,0.6,1.0,0.587,0.143,0.656,15.1
Jarred Vanderbilt,2023,PF,23.0,78.0,1879.0,15.1,0.604,13.6,1.1,1.5,5.2,2.7,2.5,7.9,7.5,2.4,1.1,0.3,1.2,0.548,0.322,0.691,11.6
Jarred Vanderbilt,2024,PF,24.0,29.0,581.0,11.6,0.578,11.7,-1.6,0.0,1.1,0.3,0.8,5.2,4.8,1.2,1.2,0.2,1.0,0.518,0.296,0.667,13.2
Jarrett Allen,2018,C,19.0,72.0,1441.0,17.5,0.636,16.3,-0.8,0.5,4.2,2.7,1.5,8.2,5.4,0.7,0.4,1.2,1.1,0.589,0.333,0.776,20.7
Jarrett Allen,2019,C,21.0,70.0,1852.0,20.7,0.664,14.9,2.3,2.0,8.2,5.2,2.9,10.9,8.4,1.4,0.5,1.5,1.3,0.59,0.133,0.709,20.7
Jarrett Allen,2020,C,21.0,70.0,1852.0,20.7,0.664,14.9,2.3,2.0,8.2,5.2,2.9,11.1,9.6,1.6,0.6,1.3,1.1,0.649,0.0,0.633,20.1
Jarrett Allen,2021,C,22.0,63.0,1864.0,20.1,0.661,16.6,1.1,1.4,6.4,4.3,2.1,12.8,10.0,1.7,0.5,1.4,1.6,0.618,0.316,0.703,23.0
Jarrett Allen,2022,C,23.0,56.0,1810.0,23.0,0.698,18.1,3.9,2.7,8.5,5.4,3.0,16.1,10.8,1.6,0.8,1.3,1.7,0.677,0.1,0.708,19.9
Jarrett Allen,2023,C,24.0,68.0,2220.0,19.9,0.67,16.4,2.4,2.4,9.5,5.5,4.0,14.3,9.8,1.7,0.8,1.2,1.4,0.644,0.1,0.733,21.8
Jarrett Allen,2024,C,25.0,77.0,2442.0,21.8,0.664,19.4,3.0,3.1,10.7,6.8,3.9,16.5,10.5,2.7,0.7,1.1,1.6,0.634,0.0,0.742,22.1
Jarrett Culver,2020,SG,20.0,63.0,1506.0,9.6,0.467,19.2,-4.0,-0.8,-0.1,-1.2,1.1,9.2,3.4,1.7,0.9,0.6,1.3,0.404,0.299,0.462,8.8
Jarrett Culver,2021,SG,21.0,34.0,499.0,8.8,0.476,18.2,-5.6,-0.5,-0.1,-0.4,0.3,5.3,3.1,0.7,0.5,0.3,0.8,0.411,0.245,0.604,8.7
Jarrett Jack,2015,PG,31.0,80.0,2241.0,14.6,0.522,22.6,-1.1,0.5,2.6,1.1,1.4,12.0,3.1,4.7,0.9,0.2,2.4,0.439,0.267,0.881,14.5
Jarrett Jack,2016,PG,32.0,32.0,1027.0,14.5,0.505,21.7,-0.7,0.3,0.9,0.5,0.4,12.8,4.3,7.4,1.1,0.2,2.9,0.391,0.304,0.893,11.5
Jason Smith,2015,C,28.0,82.0,1785.0,12.0,0.497,19.7,-3.8,-0.8,1.2,0.5,0.7,8.0,4.0,1.7,0.4,0.5,1.3,0.434,0.357,0.83,14.6
Jason Smith,2016,C,29.0,76.0,1181.0,14.6,0.513,22.1,-2.2,-0.1,1.8,0.4,1.4,7.2,2.9,0.8,0.4,0.9,0.8,0.485,0.25,0.806,13.6
Jason Smith,2017,C,30.0,74.0,1068.0,13.6,0.598,16.7,-1.8,0.1,2.3,1.0,1.3,5.7,3.5,0.5,0.3,0.7,0.8,0.529,0.474,0.686,8.8
Jason Terry,2015,SG,37.0,77.0,1641.0,11.4,0.579,14.3,0.5,1.0,3.6,2.0,1.5,7.0,1.6,1.9,0.9,0.2,1.0,0.422,0.39,0.813,10.2
Jason Terry,2016,SG,38.0,72.0,1258.0,10.2,0.54,15.0,-1.6,0.1,1.5,1.1,0.4,5.9,1.1,1.4,0.7,0.1,0.7,0.402,0.356,0.818,9.1
Jason Terry,2017,SG,39.0,74.0,1365.0,9.1,0.6,9.8,-0.9,0.4,2.1,1.2,0.9,4.1,1.4,1.3,0.6,0.3,0.5,0.432,0.427,0.828,8.1
Jason Thompson,2015,PF,28.0,81.0,1991.0,10.2,0.5,12.7,-2.8,-0.4,2.4,0.9,1.5,6.1,6.5,1.0,0.4,0.7,1.0,0.47,0.0,0.622,14.2
Javonte Green,2020,SG,26.0,48.0,468.0,13.1,0.564,15.3,-0.7,0.2,1.1,0.4,0.8,3.4,1.9,0.5,0.5,0.2,0.5,0.5,0.273,0.667,12.1
Javonte Green,2021,SF,27.0,41.0,473.0,12.1,0.61,12.6,-0.5,0.2,1.1,0.5,0.6,3.6,1.7,0.4,0.7,0.1,0.5,0.52,0.333,0.75,14.0
Javonte Green,2022,SF,28.0,65.0,1519.0,14.0,0.637,11.5,0.1,0.8,4.4,2.9,1.5,7.2,4.2,0.9,1.0,0.5,0.5,0.542,0.356,0.833,14.5
Javonte Green,2023,SF,29.0,32.0,480.0,14.5,0.646,13.6,1.4,0.4,1.4,0.6,0.8,5.2,2.8,0.7,0.8,0.7,0.6,0.565,0.371,0.667,10.7
Jaxson Hayes,2020,C,19.0,64.0,1080.0,17.6,0.689,15.0,-0.3,0.5,3.9,2.8,1.1,7.4,4.0,0.9,0.4,0.9,0.8,0.672,0.25,0.647,19.1
Jaxson Hayes,2021,C,20.0,60.0,964.0,19.1,0.675,16.2,0.6,0.6,3.5,2.6,1.0,7.5,4.3,0.6,0.4,0.6,0.7,0.625,0.429,0.775,18.5
Jaxson Hayes,2022,C,21.0,70.0,1398.0,18.5,0.68,16.4,0.2,0.8,5.1,3.7,1.3,9.3,4.5,0.6,0.5,0.8,0.8,0.616,0.351,0.766,13.7
Jaxson Hayes,2023,C,22.0,47.0,610.0,13.7,0.605,15.7,-1.2,0.1,1.5,0.6,0.9,5.0,2.8,0.7,0.4,0.4,0.7,0.551,0.103,0.699,14.0
Jaxson Hayes,2024,C,23.0,70.0,877.0,14.0,0.718,12.5,-1.9,0.0,2.5,1.4,1.1,4.3,3.0,0.5,0.5,0.4,0.6,0.72,0.0,0.622,15.8
Jay Huff,2024,C,25.0,20.0,49.0,18.5,0.724,15.0,1.3,0.0,0.2,0.1,0.1,1.2,0.6,0.1,0.1,0.2,0.1,0.6,0.333,1.0,18.2
Jaylen Brown,2017,SF,20.0,78.0,1341.0,10.3,0.539,18.1,-3.7,-0.6,1.5,0.2,1.3,6.6,2.8,0.8,0.4,0.2,0.9,0.454,0.341,0.685,13.6
Jaylen Brown,2018,SG,21.0,70.0,2152.0,13.6,0.562,21.4,-0.5,0.8,4.5,1.2,3.2,14.5,4.9,1.6,1.0,0.4,1.8,0.465,0.395,0.644,16.9
Jaylen Brown,2019,SG,23.0,57.0,1934.0,16.9,0.583,24.7,0.8,1.4,4.9,2.3,2.6,13.0,4.2,1.4,0.9,0.4,1.3,0.465,0.344,0.658,16.9
Jaylen Brown,2020,SG,23.0,57.0,1934.0,16.9,0.583,24.7,0.8,1.4,4.9,2.3,2.6,20.3,6.4,2.1,1.1,0.4,2.2,0.481,0.382,0.724,19.9
Jaylen Brown,2021,SG,24.0,58.0,1999.0,19.9,0.586,29.7,2.5,2.3,4.8,2.8,2.0,24.7,6.0,3.4,1.2,0.6,2.7,0.484,0.397,0.764,18.9
Jaylen Brown,2022,SF,25.0,66.0,2220.0,18.9,0.574,30.5,2.1,2.2,5.8,2.3,3.4,23.6,6.1,3.5,1.1,0.3,2.7,0.473,0.358,0.758,19.1
Jaylen Brown,2023,SF,26.0,67.0,2405.0,19.1,0.581,31.4,1.3,2.0,5.0,1.6,3.4,26.6,6.9,3.5,1.1,0.4,2.9,0.491,0.335,0.765,18.6
Jaylen Brown,2024,SF,27.0,70.0,2343.0,18.6,0.58,28.9,0.7,1.6,5.9,2.7,3.2,23.0,5.5,3.6,1.2,0.5,2.4,0.499,0.354,0.703,17.8
Jaylen Nowell,2021,SG,21.0,42.0,759.0,12.3,0.528,21.4,-2.8,-0.2,0.7,0.3,0.4,9.0,2.3,1.5,0.5,0.3,0.7,0.424,0.333,0.818,16.8
Jaylen Nowell,2022,SG,22.0,62.0,975.0,16.8,0.581,21.0,0.8,0.7,2.8,2.1,0.7,8.5,2.0,2.1,0.4,0.2,0.6,0.475,0.394,0.783,13.7
Jaylin Williams,2023,C,20.0,49.0,914.0,11.2,0.559,13.5,-1.7,0.1,1.9,0.7,1.2,5.9,4.9,1.6,0.6,0.2,0.8,0.436,0.407,0.704,12.7
Jaylin Williams,2024,C,21.0,69.0,897.0,12.7,0.561,13.5,1.1,0.7,2.4,1.0,1.5,4.0,3.4,1.6,0.4,0.4,0.5,0.417,0.368,0.805,16.4
Jayson Tatum,2018,SF,19.0,80.0,2443.0,15.2,0.586,19.4,1.2,2.0,7.1,3.0,4.0,13.9,5.0,1.6,1.0,0.7,1.4,0.475,0.434,0.826,20.4
Jayson Tatum,2019,PF,21.0,66.0,2265.0,20.4,0.567,28.6,4.0,3.4,6.9,3.2,3.7,15.7,6.0,2.1,1.1,0.7,1.5,0.45,0.373,0.855,20.4
Jayson Tatum,2020,PF,21.0,66.0,2265.0,20.4,0.567,28.6,4.0,3.4,6.9,3.2,3.7,23.4,7.0,3.0,1.4,0.9,2.3,0.45,0.403,0.812,21.3
Jayson Tatum,2021,SF,22.0,64.0,2290.0,21.3,0.576,30.8,3.9,3.4,6.5,4.1,2.5,26.4,7.4,4.3,1.2,0.5,2.7,0.459,0.386,0.868,21.8
Jayson Tatum,2022,SF,23.0,76.0,2731.0,21.8,0.578,32.1,5.0,4.8,9.6,5.0,4.6,26.9,8.0,4.4,1.0,0.6,2.9,0.453,0.353,0.853,23.7
Jayson Tatum,2023,SF,24.0,74.0,2732.0,23.7,0.607,32.7,5.5,5.1,10.5,6.2,4.3,30.1,8.8,4.6,1.1,0.7,2.9,0.466,0.35,0.854,22.3
Jayson Tatum,2024,PF,25.0,74.0,2645.0,22.3,0.604,30.2,5.1,4.7,10.4,6.4,4.1,26.9,8.1,4.9,1.0,0.6,2.5,0.471,0.376,0.833,21.7
Jeff Dowtin Jr.,2023,PG,25.0,25.0,259.0,9.9,0.5,10.9,-1.9,0.0,0.4,0.2,0.2,2.4,0.9,1.2,0.4,0.1,0.2,0.439,0.313,0.667,16.1
Jeff Green,2015,SF,28.0,78.0,2454.0,14.4,0.534,21.9,-0.2,1.2,5.2,2.7,2.4,15.0,4.2,1.7,0.7,0.4,1.4,0.43,0.332,0.833,13.0
Jeff Green,2016,SF,29.0,80.0,2253.0,13.0,0.51,20.2,-1.8,0.1,3.1,1.3,1.7,11.7,4.2,1.7,0.7,0.5,1.2,0.43,0.315,0.745,10.5
Jeff Green,2017,PF,30.0,69.0,1534.0,10.5,0.505,20.3,-3.6,-0.6,0.7,-0.2,0.9,9.2,3.1,1.2,0.5,0.2,1.1,0.394,0.275,0.863,14.8
Jeff Green,2018,PF,31.0,78.0,1828.0,14.8,0.587,19.3,-1.8,0.1,3.9,3.1,0.8,10.8,3.2,1.3,0.5,0.4,1.0,0.477,0.312,0.868,13.7
Jeff Green,2019,C,33.0,48.0,960.0,13.7,0.59,19.0,-0.1,0.5,2.1,1.2,0.9,12.3,4.0,1.8,0.6,0.5,1.3,0.475,0.347,0.888,13.7
Jeff Green,2020,C,33.0,48.0,960.0,13.7,0.59,19.0,-0.1,0.5,2.1,1.2,0.9,9.4,2.8,1.0,0.5,0.4,0.9,0.462,0.339,0.802,13.0
Jeff Green,2021,PF,34.0,68.0,1835.0,13.0,0.624,15.6,-0.8,0.5,4.1,2.9,1.2,11.0,3.9,1.6,0.5,0.4,0.8,0.492,0.412,0.776,12.5
Jeff Green,2022,PF,35.0,75.0,1849.0,12.5,0.627,16.3,-2.5,-0.2,3.9,2.7,1.2,10.3,3.1,1.3,0.4,0.4,0.9,0.524,0.315,0.833,11.0
Jeff Green,2023,PF,36.0,56.0,1091.0,11.0,0.576,17.0,-3.4,-0.4,1.7,0.8,0.8,7.8,2.6,1.2,0.3,0.3,0.8,0.488,0.288,0.744,11.3
Jeff Green,2024,PF,37.0,78.0,1307.0,11.3,0.59,15.5,-2.1,0.0,2.6,1.4,1.2,6.5,2.3,0.9,0.2,0.4,0.6,0.456,0.331,0.819,13.6
Jeff Teague,2015,PG,26.0,73.0,2228.0,20.6,0.566,25.3,2.9,2.8,7.7,5.0,2.8,15.9,2.5,7.0,1.7,0.4,2.8,0.46,0.343,0.862,17.9
Jeff Teague,2016,PG,27.0,79.0,2255.0,17.9,0.551,26.6,1.3,1.9,5.9,2.8,3.0,15.7,2.7,5.9,1.2,0.3,2.8,0.439,0.401,0.837,19.2
Jeff Teague,2017,PG,28.0,82.0,2657.0,19.2,0.574,22.1,2.2,2.8,8.1,5.7,2.4,15.3,4.0,7.8,1.2,0.4,2.6,0.442,0.357,0.867,16.4
Jeff Teague,2018,PG,29.0,70.0,2311.0,16.4,0.553,20.6,0.4,1.4,4.9,3.4,1.4,14.2,3.0,7.0,1.5,0.3,2.5,0.446,0.368,0.845,14.6
Jeff Teague,2019,PG,31.0,59.0,1464.0,14.6,0.557,19.5,-1.5,0.2,2.5,1.9,0.6,12.1,2.5,8.2,1.0,0.4,2.3,0.423,0.333,0.804,14.6
Jeff Teague,2020,PG,31.0,59.0,1464.0,14.6,0.557,19.5,-1.5,0.2,2.5,1.9,0.6,10.9,2.4,5.2,0.7,0.3,2.0,0.436,0.368,0.873,12.3
Jeff Withey,2015,C,24.0,37.0,259.0,17.6,0.57,17.3,-0.5,0.1,0.8,0.5,0.3,2.6,1.7,0.3,0.1,0.5,0.3,0.5,,0.68,17.7
Jeff Withey,2016,C,25.0,51.0,658.0,17.7,0.577,15.1,1.0,0.5,2.3,1.1,1.3,4.3,3.4,0.4,0.4,1.0,0.5,0.537,0.0,0.729,18.8
Jerami Grant,2015,SF,20.0,65.0,1377.0,8.7,0.47,16.5,-3.3,-0.5,0.5,-0.9,1.4,6.3,3.0,1.2,0.6,1.0,1.3,0.352,0.314,0.591,12.6
Jerami Grant,2016,PF,21.0,77.0,2066.0,12.6,0.506,18.0,-1.7,0.1,2.1,0.5,1.6,9.7,4.7,1.8,0.7,1.6,1.4,0.419,0.24,0.658,10.1
Jerami Grant,2017,PF,22.0,80.0,1531.0,10.1,0.556,12.1,-1.3,0.3,2.9,1.1,1.8,5.5,2.6,0.6,0.4,1.0,0.6,0.463,0.371,0.612,16.2
Jerami Grant,2018,PF,23.0,81.0,1647.0,16.2,0.607,16.0,0.3,1.0,5.4,3.5,1.9,8.4,3.9,0.7,0.4,1.0,0.7,0.535,0.291,0.675,14.4
Jerami Grant,2019,PF,25.0,71.0,1892.0,14.4,0.591,18.0,-0.5,0.7,4.4,2.8,1.6,13.6,5.2,1.0,0.8,1.3,0.8,0.497,0.392,0.71,14.4
Jerami Grant,2020,PF,25.0,71.0,1892.0,14.4,0.591,18.0,-0.5,0.7,4.4,2.8,1.6,12.0,3.5,1.2,0.7,0.8,0.9,0.478,0.389,0.75,16.9
Jerami Grant,2021,SF,26.0,54.0,1829.0,16.9,0.556,28.5,1.1,1.4,3.2,1.6,1.6,22.3,4.6,2.8,0.6,1.1,2.0,0.429,0.35,0.845,16.1
Jerami Grant,2022,PF,27.0,47.0,1500.0,16.1,0.556,25.7,1.2,1.2,2.3,1.2,1.1,19.2,4.1,2.4,0.9,1.0,1.8,0.426,0.358,0.838,16.0
Jerami Grant,2023,PF,28.0,63.0,2246.0,16.0,0.606,22.8,-0.2,1.0,4.1,3.1,1.0,20.5,4.5,2.4,0.8,0.8,1.8,0.475,0.401,0.813,15.4
Jerami Grant,2024,PF,29.0,54.0,1830.0,15.4,0.573,25.7,-0.1,0.9,2.7,1.7,1.0,21.0,3.5,2.8,0.8,0.6,2.1,0.451,0.402,0.817,10.9
Jeremiah Robinson-Earl,2022,C,21.0,49.0,1087.0,11.7,0.526,15.4,-2.2,-0.1,1.5,0.4,1.0,7.5,5.6,1.0,0.6,0.3,0.8,0.414,0.352,0.741,13.0
Jeremiah Robinson-Earl,2023,PF,22.0,43.0,814.0,13.0,0.548,14.6,-1.5,0.1,1.9,1.1,0.8,6.8,4.2,1.0,0.6,0.3,0.4,0.444,0.333,0.833,11.8
Jeremiah Robinson-Earl,2024,PF,23.0,39.0,334.0,11.8,0.564,15.4,-2.2,0.0,0.6,0.2,0.4,2.9,1.9,0.5,0.3,0.1,0.4,0.474,0.333,0.75,12.9
Jeremy Evans,2015,SF,27.0,38.0,266.0,20.5,0.636,13.1,4.2,0.4,1.3,0.9,0.4,2.4,1.9,0.3,0.3,0.3,0.1,0.552,0.4,0.828,12.6
Jeremy Lamb,2015,SG,22.0,47.0,633.0,14.9,0.538,20.5,1.6,0.6,1.6,1.0,0.7,6.3,2.3,0.9,0.4,0.1,0.6,0.416,0.342,0.891,15.9
Jeremy Lamb,2016,SG,23.0,66.0,1227.0,15.9,0.529,22.0,0.8,0.9,2.7,1.0,1.7,8.8,3.8,1.2,0.6,0.5,0.8,0.451,0.309,0.727,17.0
Jeremy Lamb,2017,SG,24.0,62.0,1143.0,17.0,0.55,23.2,0.5,0.7,2.7,1.4,1.3,9.7,4.3,1.2,0.4,0.4,0.6,0.46,0.281,0.853,17.0
Jeremy Lamb,2018,SG,25.0,80.0,1967.0,17.0,0.559,22.4,1.6,1.8,4.9,3.0,1.9,12.9,4.1,2.3,0.8,0.4,1.2,0.457,0.37,0.861,14.0
Jeremy Lamb,2019,SG,27.0,46.0,1291.0,14.0,0.547,19.6,-0.4,0.5,2.7,0.9,1.8,15.3,5.5,2.2,1.1,0.4,1.0,0.44,0.348,0.888,14.0
Jeremy Lamb,2020,SG,27.0,46.0,1291.0,14.0,0.547,19.6,-0.4,0.5,2.7,0.9,1.8,12.5,4.3,2.1,1.2,0.5,1.1,0.451,0.335,0.836,15.8
Jeremy Lamb,2021,SG,28.0,36.0,765.0,15.8,0.587,18.4,1.4,0.7,2.1,1.2,0.9,10.1,3.6,1.5,0.9,0.6,0.6,0.435,0.406,0.947,13.3
