Player,season,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,Age,G,MP,PER_next
A.J. Green,2023,11.5,0.607,16.6,-0.9,0.1,0.8,0.5,0.3,4.4,1.3,0.6,0.2,0.0,0.3,23.0,35.0,345.0,10.5
A.J. Green,2024,10.5,0.617,15.2,-2.1,0.0,1.1,0.7,0.3,4.5,1.1,0.5,0.2,0.1,0.2,24.0,56.0,614.0,9.2
A.J. Lawson,2024,11.2,0.519,20.0,-4.6,-0.2,0.2,0.0,0.3,3.2,1.2,0.5,0.2,0.1,0.3,23.0,42.0,311.0,12.7
AJ Griffin,2023,12.6,0.577,17.9,-0.8,0.4,2.2,1.3,0.9,8.9,2.1,1.0,0.6,0.2,0.6,19.0,72.0,1401.0,1.2
Aaron Brooks,2015,14.4,0.534,25.0,-0.8,0.5,3.3,1.7,1.5,11.6,2.0,3.2,0.7,0.2,1.9,30.0,82.0,1885.0,11.8
Aaron Brooks,2016,11.8,0.494,22.9,-2.6,-0.2,0.9,0.2,0.7,7.1,1.5,2.6,0.4,0.1,1.2,31.0,69.0,1108.0,9.5
Aaron Brooks,2017,9.5,0.507,19.2,-3.7,-0.4,0.3,-0.2,0.5,5.0,1.1,1.9,0.4,0.1,1.0,32.0,65.0,894.0,9.8
Aaron Gordon,2015,11.4,0.517,15.5,-2.7,-0.2,1.0,0.3,0.7,5.2,3.6,0.7,0.4,0.5,0.8,19.0,47.0,797.0,17.0
Aaron Gordon,2016,17.0,0.541,17.3,1.0,1.4,5.4,3.2,2.2,9.2,6.5,1.6,0.8,0.7,0.8,20.0,78.0,1863.0,14.5
Aaron Gordon,2017,14.5,0.53,20.1,-1.0,0.6,3.7,2.0,1.7,12.7,5.1,1.9,0.8,0.5,1.1,21.0,80.0,2298.0,16.5
Aaron Gordon,2018,16.5,0.53,24.7,0.3,1.1,2.9,0.9,2.0,17.6,7.9,2.3,1.0,0.8,1.8,22.0,58.0,1909.0,15.1
Aaron Gordon,2019,15.1,0.516,20.7,0.0,1.0,3.7,1.4,2.3,16.0,7.4,3.7,0.7,0.7,2.1,24.0,62.0,2017.0,15.1
Aaron Gordon,2020,15.1,0.516,20.7,0.0,1.0,3.7,1.4,2.3,14.4,7.7,3.7,0.8,0.6,1.6,24.0,62.0,2017.0,14.5
Aaron Gordon,2021,14.5,0.547,20.7,0.1,0.7,1.9,0.7,1.2,12.4,5.7,3.2,0.7,0.7,1.9,25.0,50.0,1384.0,15.3
Aaron Gordon,2022,15.3,0.602,19.7,-0.6,0.9,5.2,3.2,2.0,15.0,5.9,2.5,0.6,0.6,1.8,26.0,75.0,2376.0,19.5
Aaron Gordon,2023,19.5,0.617,21.1,2.1,2.1,6.8,4.6,2.2,16.3,6.6,3.0,0.8,0.8,1.4,27.0,68.0,2055.0,16.8
Aaron Gordon,2024,16.8,0.607,17.8,1.3,1.9,7.1,4.5,2.6,13.9,6.5,3.5,0.8,0.6,1.4,28.0,73.0,2297.0,17.0
Aaron Holiday,2019,11.6,0.521,18.7,-1.6,0.2,2.1,0.4,1.7,5.9,1.3,1.7,0.4,0.3,0.8,23.0,66.0,1617.0,11.6
Aaron Holiday,2020,11.6,0.521,18.7,-1.6,0.2,2.1,0.4,1.7,9.5,2.4,3.4,0.8,0.2,1.3,23.0,66.0,1617.0,9.2
Aaron Holiday,2021,9.2,0.503,19.5,-4.2,-0.7,0.2,-0.6,0.8,7.2,1.3,1.9,0.7,0.2,1.0,24.0,66.0,1176.0,12.6
Aaron Holiday,2022,12.6,0.544,18.7,-1.7,0.1,1.5,0.5,0.9,6.3,1.9,2.4,0.7,0.1,1.1,25.0,63.0,1021.0,9.4
Aaron Holiday,2023,9.4,0.528,13.4,-2.0,0.0,0.9,0.3,0.6,3.9,1.2,1.4,0.6,0.2,0.6,26.0,63.0,845.0,11.5
Aaron Holiday,2024,11.5,0.578,16.7,-1.5,0.2,2.5,1.3,1.2,6.6,1.6,1.8,0.5,0.1,0.7,27.0,78.0,1269.0,12.2
Aaron Nesmith,2021,9.4,0.573,13.7,-3.2,-0.2,1.1,0.5,0.6,4.7,2.8,0.5,0.3,0.2,0.5,21.0,46.0,669.0,7.3
Aaron Nesmith,2022,7.3,0.507,17.2,-4.3,-0.3,0.4,-0.4,0.9,3.8,1.7,0.4,0.4,0.1,0.6,22.0,52.0,574.0,10.5
Aaron Nesmith,2023,10.5,0.566,16.8,-3.0,-0.4,2.0,0.9,1.1,10.1,3.8,1.3,0.8,0.5,1.0,23.0,73.0,1816.0,12.8
Aaron Nesmith,2024,12.8,0.631,16.0,-0.5,0.8,4.1,2.8,1.3,12.2,3.8,1.5,0.9,0.7,0.9,24.0,72.0,1995.0,14.6
Aaron Wiggins,2022,10.3,0.556,15.3,-4.3,-0.7,1.2,0.5,0.8,8.3,3.6,1.4,0.6,0.2,1.1,23.0,50.0,1209.0,12.2
Aaron Wiggins,2023,12.2,0.607,14.5,-2.1,0.0,2.6,1.4,1.2,6.8,3.0,1.1,0.6,0.2,0.8,24.0,70.0,1297.0,15.6
Aaron Wiggins,2024,15.6,0.664,16.4,0.7,0.8,3.7,2.1,1.6,6.9,2.4,1.1,0.7,0.2,0.7,25.0,78.0,1228.0,16.1
Abdel Nader,2018,5.1,0.439,17.1,-5.3,-0.4,-0.1,-0.9,0.8,3.0,1.5,0.5,0.3,0.2,0.7,24.0,48.0,522.0,11.3
Abdel Nader,2019,11.3,0.591,17.0,-1.0,0.2,1.3,0.5,0.9,4.0,1.9,0.3,0.3,0.2,0.4,26.0,55.0,867.0,11.3
Abdel Nader,2020,11.3,0.591,17.0,-1.0,0.2,1.3,0.5,0.9,6.3,1.8,0.7,0.4,0.4,0.8,26.0,55.0,867.0,13.4
Admiral Schofield,2020,6.1,0.502,11.9,-5.5,-0.3,0.1,0.1,0.1,3.0,1.4,0.5,0.2,0.1,0.2,22.0,33.0,368.0,7.5
Admiral Schofield,2022,7.5,0.538,14.5,-5.4,-0.4,0.3,-0.1,0.3,3.8,2.3,0.7,0.1,0.1,0.6,24.0,38.0,469.0,10.1
Admiral Schofield,2023,10.1,0.587,14.1,-2.9,-0.1,0.8,0.5,0.3,4.2,1.7,0.8,0.2,0.1,0.4,25.0,37.0,451.0,6.0
Adreian Payne,2015,7.7,0.443,17.0,-6.9,-0.9,-0.5,-0.7,0.2,6.7,5.1,0.9,0.6,0.3,1.4,23.0,32.0,739.0,5.6
Al Horford,2015,21.4,0.563,22.2,4.1,3.6,8.7,5.1,3.6,15.2,7.2,3.2,0.9,1.3,1.3,28.0,76.0,2318.0,19.4
Al Horford,2016,19.4,0.565,20.6,3.8,3.9,9.4,4.9,4.5,15.2,7.3,3.2,0.8,1.5,1.3,29.0,82.0,2631.0,17.7
Al Horford,2017,17.7,0.553,19.7,3.4,3.0,6.3,3.6,2.7,14.0,6.8,5.0,0.8,1.3,1.7,30.0,68.0,2193.0,17.6
Al Horford,2018,17.6,0.575,18.4,4.4,3.7,7.8,4.0,3.8,12.9,7.4,4.7,0.6,1.1,1.8,31.0,72.0,2277.0,15.7
Al Horford,2019,15.7,0.536,17.5,2.2,2.2,5.4,2.8,2.6,13.6,6.7,4.2,0.9,1.3,1.5,33.0,67.0,2025.0,15.7
Al Horford,2020,15.7,0.536,17.5,2.2,2.2,5.4,2.8,2.6,11.9,6.8,4.0,0.8,0.9,1.2,33.0,67.0,2025.0,17.4
Al Horford,2021,17.4,0.538,21.6,3.4,1.1,1.6,0.8,0.9,14.2,6.7,3.4,0.9,0.9,1.0,34.0,28.0,782.0,16.7
Al Horford,2022,16.7,0.574,14.8,4.3,3.2,7.6,3.7,3.8,10.2,7.7,3.4,0.7,1.3,0.9,35.0,69.0,2005.0,13.8
Al Horford,2023,13.8,0.631,11.9,3.3,2.5,6.3,3.6,2.7,9.8,6.2,3.0,0.5,1.0,0.6,36.0,63.0,1922.0,15.0
Al Horford,2024,15.0,0.65,12.0,3.6,2.5,6.2,3.5,2.7,8.6,6.4,2.6,0.6,1.0,0.7,37.0,65.0,1740.0,12.9
Al Jefferson,2015,19.7,0.5,26.3,1.6,1.8,4.7,1.3,3.4,16.6,8.4,1.7,0.7,1.3,1.0,30.0,65.0,1992.0,18.2
Al Jefferson,2016,18.2,0.507,24.2,-0.5,0.4,2.8,1.0,1.8,12.0,6.4,1.5,0.6,0.9,0.7,31.0,47.0,1096.0,18.9
Al Jefferson,2017,18.9,0.526,26.1,-1.4,0.1,2.3,1.2,1.1,8.1,4.2,0.9,0.3,0.2,0.5,32.0,66.0,931.0,20.2
Al-Farouq Aminu,2015,14.4,0.504,15.2,0.7,1.0,3.3,1.2,2.0,5.6,4.6,0.8,0.9,0.8,0.7,24.0,74.0,1366.0,12.7
Al-Farouq Aminu,2016,12.7,0.533,16.9,0.1,1.2,4.0,1.7,2.3,10.2,6.1,1.7,0.9,0.6,1.5,25.0,82.0,2341.0,11.3
Al-Farouq Aminu,2017,11.3,0.506,15.4,-1.1,0.4,1.9,-0.1,2.0,8.7,7.4,1.6,1.0,0.7,1.5,26.0,61.0,1773.0,12.0
Al-Farouq Aminu,2018,12.0,0.522,14.8,0.4,1.3,4.2,0.9,3.2,9.3,7.6,1.2,1.1,0.6,1.1,27.0,69.0,2072.0,8.9
Alan Anderson,2015,10.6,0.563,14.2,-1.5,0.2,2.7,1.7,1.1,7.4,2.8,1.1,0.8,0.1,0.8,32.0,74.0,1744.0,5.0
Alec Burks,2015,13.0,0.524,20.8,-1.7,0.1,1.7,1.1,0.6,13.9,4.2,3.0,0.6,0.2,1.9,23.0,27.0,899.0,14.3
Alec Burks,2016,14.3,0.52,25.9,-0.4,0.3,1.5,0.7,0.8,13.3,3.5,2.0,0.6,0.1,1.6,24.0,31.0,797.0,11.6
Alec Burks,2017,11.6,0.501,22.7,-2.3,0.0,0.8,-0.1,0.9,6.7,2.9,0.7,0.4,0.1,0.8,25.0,42.0,653.0,13.1
Alec Burks,2018,13.1,0.527,22.5,-0.9,0.3,1.9,0.2,1.6,7.7,3.0,1.0,0.6,0.1,0.9,26.0,64.0,1059.0,16.7
Alec Burks,2019,16.7,0.561,23.8,0.5,1.1,3.7,2.5,1.2,8.8,3.7,2.0,0.6,0.3,1.0,28.0,66.0,1754.0,16.7
Alec Burks,2020,16.7,0.561,23.8,0.5,1.1,3.7,2.5,1.2,15.0,4.3,2.9,0.9,0.3,1.4,28.0,66.0,1754.0,14.8
Alec Burks,2021,14.8,0.564,21.3,1.5,1.1,3.3,1.5,1.8,12.7,4.6,2.2,0.6,0.3,1.0,29.0,49.0,1255.0,13.7
Alec Burks,2022,13.7,0.559,17.7,0.8,1.7,6.1,3.2,2.9,11.7,4.9,3.0,1.0,0.3,1.1,30.0,81.0,2318.0,16.5
Alec Burks,2023,16.5,0.602,22.8,1.2,0.9,2.5,1.9,0.6,12.8,3.1,2.2,0.7,0.2,1.1,31.0,51.0,1122.0,12.9
Alec Burks,2024,12.9,0.536,24.4,-2.3,-0.1,1.4,0.7,0.7,10.4,2.3,1.3,0.4,0.2,0.7,32.0,66.0,1212.0,12.8
Aleksej Pokusevski,2021,6.1,0.43,20.5,-6.1,-1.1,-1.9,-2.9,1.0,8.2,4.7,2.2,0.4,0.9,2.2,19.0,45.0,1090.0,12.0
Aleksej Pokusevski,2022,12.0,0.485,20.0,-2.6,-0.2,0.4,-1.1,1.5,7.6,5.2,2.1,0.6,0.6,1.5,20.0,61.0,1233.0,13.4
Aleksej Pokusevski,2023,13.4,0.522,18.3,0.0,0.3,1.0,0.0,1.0,8.1,4.7,1.9,0.6,1.3,1.3,21.0,34.0,701.0,12.7
Alex Caruso,2018,8.7,0.519,12.9,-2.9,-0.1,0.5,-0.1,0.6,3.6,1.8,2.0,0.6,0.3,1.1,23.0,37.0,562.0,10.8
Alex Caruso,2019,10.8,0.525,13.8,-0.2,0.5,2.3,0.5,1.8,9.2,2.7,3.1,1.0,0.4,1.7,25.0,64.0,1175.0,10.8
Alex Caruso,2020,10.8,0.525,13.8,-0.2,0.5,2.3,0.5,1.8,5.5,1.9,1.9,1.1,0.3,0.8,25.0,64.0,1175.0,11.1
Alex Caruso,2021,11.1,0.547,14.8,0.0,0.6,2.4,0.3,2.1,6.4,2.9,2.8,1.1,0.3,1.3,26.0,58.0,1216.0,11.7
Alex Caruso,2022,11.7,0.528,13.3,0.2,0.6,2.0,0.7,1.2,7.4,3.6,4.0,1.7,0.4,1.4,27.0,41.0,1147.0,11.5
Alex Caruso,2023,11.5,0.588,11.1,1.1,1.2,3.6,1.0,2.6,5.6,2.9,2.9,1.5,0.7,1.1,28.0,67.0,1575.0,14.5
Alex Caruso,2024,14.5,0.613,14.7,2.5,2.3,4.9,2.3,2.6,10.1,3.8,3.5,1.7,1.0,1.4,29.0,71.0,2040.0,15.9
Alex Len,2015,13.5,0.542,13.7,-1.8,0.1,3.4,1.2,2.1,6.3,6.6,0.5,0.5,1.5,1.1,21.0,69.0,1518.0,12.4
Alex Len,2016,12.4,0.482,20.4,-4.3,-1.0,1.3,-0.5,1.8,9.0,7.6,1.2,0.5,0.8,1.9,22.0,78.0,1821.0,15.0
Alex Len,2017,15.0,0.553,17.6,-2.3,-0.1,3.0,1.2,1.7,8.0,6.6,0.6,0.5,1.3,1.3,23.0,77.0,1560.0,19.4
Alex Len,2018,19.4,0.612,17.0,0.3,0.8,4.5,3.2,1.3,8.5,7.5,1.2,0.4,0.9,1.1,24.0,69.0,1395.0,17.7
Alex Len,2019,17.7,0.6,18.1,-0.7,0.3,2.5,1.5,1.0,11.1,5.5,1.1,0.4,0.9,1.3,26.0,55.0,970.0,17.7
Alex Len,2020,17.7,0.6,18.1,-0.7,0.3,2.5,1.5,1.0,8.0,5.8,0.9,0.4,0.9,1.0,26.0,55.0,970.0,16.4
Alex Len,2021,16.4,0.643,16.3,-0.1,0.5,2.7,1.5,1.3,6.6,4.1,0.8,0.3,1.0,0.9,27.0,64.0,979.0,13.1
Alex Len,2022,13.1,0.577,17.1,-2.9,-0.1,0.9,0.4,0.5,6.0,4.1,1.2,0.3,0.6,1.1,28.0,39.0,620.0,12.8
Alex Len,2023,12.8,0.58,14.1,-4.0,-0.1,0.3,0.1,0.2,1.7,2.3,0.5,0.2,0.4,0.6,29.0,26.0,161.0,14.7
Alex Len,2024,14.7,0.625,11.8,0.2,0.2,1.3,0.6,0.7,2.5,2.7,1.0,0.2,0.7,0.6,30.0,48.0,444.0,10.6
Alexis Ajinça,2015,19.9,0.595,21.1,-0.3,0.4,3.2,1.9,1.2,6.5,4.6,0.7,0.3,0.8,1.0,26.0,68.0,957.0,13.8
Alexis Ajinça,2016,13.8,0.514,20.4,-4.0,-0.4,1.0,0.2,0.9,6.0,4.6,0.5,0.3,0.6,0.9,27.0,59.0,861.0,12.9
Alfonzo McKinnie,2019,8.7,0.493,15.2,-5.3,-0.5,0.2,-0.2,0.3,4.7,3.4,0.4,0.3,0.2,0.4,27.0,40.0,593.0,8.7
Alfonzo McKinnie,2020,8.7,0.493,15.2,-5.3,-0.5,0.2,-0.2,0.3,4.6,2.8,0.4,0.6,0.2,0.7,27.0,40.0,593.0,15.5
Allen Crabbe,2015,8.7,0.525,11.5,-0.8,0.2,1.3,0.5,0.8,3.3,1.4,0.8,0.4,0.3,0.3,22.0,51.0,683.0,12.2
Allen Crabbe,2016,12.2,0.572,16.4,-1.0,0.5,4.3,3.1,1.2,10.3,2.7,1.2,0.8,0.2,0.8,23.0,81.0,2105.0,11.6
Allen Crabbe,2017,11.6,0.602,14.9,-1.3,0.4,4.2,3.1,1.0,10.7,2.9,1.2,0.7,0.3,0.8,24.0,79.0,2254.0,12.3
Allen Crabbe,2018,12.3,0.558,19.0,-0.7,0.7,3.2,1.8,1.4,13.2,4.3,1.6,0.6,0.5,1.0,25.0,75.0,2197.0,6.0
Allen Crabbe,2019,6.0,0.47,12.7,-5.3,-0.5,-0.1,-0.2,0.2,9.6,3.4,1.1,0.5,0.3,1.1,27.0,37.0,653.0,6.0
Allonzo Trier,2019,14.5,0.62,21.4,-0.4,0.1,0.5,0.5,0.1,10.9,3.1,1.9,0.4,0.2,1.8,24.0,24.0,291.0,14.5
Alonzo Gee,2015,13.0,0.548,16.7,-0.6,0.2,1.2,0.6,0.6,4.5,1.7,0.5,0.6,0.1,0.6,27.0,54.0,662.0,8.4
Alperen Şengün,2022,16.0,0.552,22.0,-1.0,0.4,2.1,0.8,1.3,9.6,5.5,2.6,0.8,0.9,2.0,19.0,72.0,1489.0,19.7
Alperen Şengün,2023,19.7,0.599,21.4,1.4,1.9,5.2,3.4,1.8,14.8,9.0,3.9,0.9,0.9,2.6,20.0,75.0,2171.0,22.0
Alperen Şengün,2024,22.0,0.585,27.0,4.9,3.5,6.9,3.8,3.1,21.1,9.3,5.0,1.2,0.7,2.6,21.0,63.0,2046.0,21.4
Amar'e Stoudemire,2015,20.3,0.595,23.8,0.1,0.7,3.6,2.6,1.0,11.5,5.6,0.8,0.5,0.6,1.3,32.0,59.0,1245.0,17.3
Amen Thompson,2024,18.2,0.576,18.5,1.8,1.3,4.3,1.9,2.4,9.5,6.6,2.6,1.3,0.6,1.5,21.0,62.0,1388.0,18.7
Amir Coffey,2021,10.1,0.585,15.1,-2.0,0.0,0.7,0.4,0.3,3.2,1.0,0.5,0.2,0.0,0.3,23.0,44.0,394.0,13.0
Amir Coffey,2022,13.0,0.598,15.8,-0.3,0.7,3.8,2.3,1.5,9.0,2.9,1.8,0.6,0.2,0.7,24.0,69.0,1567.0,7.0
Amir Coffey,2023,7.0,0.498,13.5,-5.0,-0.5,0.4,0.1,0.3,3.4,1.1,1.1,0.1,0.1,0.4,25.0,50.0,625.0,10.0
Amir Coffey,2024,10.0,0.604,12.5,-2.2,-0.1,2.6,1.6,1.0,6.6,2.1,1.1,0.6,0.2,0.5,26.0,70.0,1460.0,11.2
Amir Johnson,2015,15.4,0.603,15.7,-0.1,0.9,5.1,3.5,1.6,9.3,6.1,1.6,0.6,0.8,1.5,27.0,75.0,1979.0,16.0
Amir Johnson,2016,16.0,0.602,13.6,1.2,1.4,5.9,3.0,2.9,7.3,6.4,1.7,0.7,1.1,1.2,28.0,79.0,1800.0,15.0
Amir Johnson,2017,15.0,0.628,13.6,0.6,1.1,5.0,2.9,2.1,6.5,4.6,1.8,0.6,0.8,1.0,29.0,80.0,1608.0,14.9
Anderson Varejão,2015,17.7,0.58,18.1,0.6,0.4,1.9,1.2,0.7,9.8,6.5,1.3,0.7,0.6,1.3,32.0,26.0,636.0,11.1
Andre Drummond,2015,21.4,0.504,22.0,-0.1,1.2,7.7,3.4,4.3,13.8,13.5,0.7,0.9,1.9,1.5,21.0,82.0,2502.0,21.2
Andre Drummond,2016,21.2,0.499,24.1,1.1,2.0,7.4,2.0,5.5,16.2,14.8,0.8,1.5,1.4,1.9,22.0,81.0,2666.0,20.9
Andre Drummond,2017,20.9,0.518,22.4,1.0,1.8,6.7,1.4,5.3,13.6,13.8,1.1,1.5,1.1,1.9,23.0,81.0,2409.0,22.9
Andre Drummond,2018,22.9,0.555,21.2,3.2,3.4,10.3,4.6,5.7,15.0,16.0,3.0,1.5,1.6,2.6,24.0,78.0,2625.0,22.0
Andre Drummond,2019,22.0,0.553,25.9,0.9,1.4,4.2,0.6,3.6,17.3,15.6,1.4,1.7,1.7,2.2,26.0,57.0,1879.0,22.0
Andre Drummond,2020,22.0,0.553,25.9,0.9,1.4,4.2,0.6,3.6,17.7,15.2,2.7,1.9,1.6,3.6,26.0,57.0,1879.0,19.4
Andre Drummond,2021,19.4,0.519,27.6,-1.2,0.3,2.0,-0.6,2.5,14.9,12.0,2.0,1.4,1.1,2.7,27.0,46.0,1242.0,21.0
Andre Drummond,2022,21.0,0.574,19.0,1.3,1.2,5.1,2.0,3.1,7.9,9.3,1.8,1.1,0.9,1.6,28.0,73.0,1437.0,20.8
Andre Drummond,2023,20.8,0.606,21.0,-0.8,0.3,2.8,0.8,2.0,6.0,6.6,0.5,0.7,0.4,1.1,29.0,67.0,849.0,23.0
Andre Drummond,2024,23.0,0.576,21.3,0.1,0.7,4.9,2.3,2.6,8.4,9.0,0.5,0.9,0.6,1.0,30.0,79.0,1351.0,16.0
Andre Iguodala,2015,12.3,0.553,13.3,0.9,1.5,5.1,2.3,2.8,7.8,3.3,3.0,1.2,0.3,1.1,31.0,77.0,2069.0,12.2
Andre Iguodala,2016,12.2,0.565,12.1,1.1,1.4,4.4,2.3,2.1,7.0,4.0,3.4,1.1,0.3,1.2,32.0,65.0,1732.0,14.3
Andre Iguodala,2017,14.3,0.624,11.2,2.5,2.3,6.9,4.1,2.9,7.6,4.0,3.4,1.0,0.5,0.8,33.0,76.0,1998.0,11.2
Andre Iguodala,2018,11.2,0.536,11.5,-0.3,0.7,3.2,1.6,1.6,6.0,3.8,3.3,0.8,0.6,1.0,34.0,64.0,1622.0,10.5
Andre Iguodala,2019,10.5,0.507,12.7,-0.5,0.2,0.6,0.0,0.6,5.7,3.7,3.2,0.9,0.8,0.8,36.0,21.0,418.0,10.5
Andre Iguodala,2020,10.5,0.507,12.7,-0.5,0.2,0.6,0.0,0.6,4.6,3.7,2.4,0.7,1.0,1.2,36.0,21.0,418.0,9.2
Andre Iguodala,2021,9.2,0.519,11.2,-0.4,0.5,1.7,-0.1,1.8,4.4,3.5,2.3,0.9,0.6,1.1,37.0,63.0,1339.0,12.3
Andre Jackson Jr.,2024,8.5,0.596,10.0,-3.6,-0.2,1.0,0.5,0.5,2.2,2.0,0.9,0.3,0.1,0.5,22.0,57.0,572.0,8.6
Andre Miller,2015,13.3,0.548,15.3,-2.1,0.0,2.2,1.4,0.8,4.4,1.9,3.5,0.4,0.1,1.3,38.0,81.0,1253.0,13.4
Andre Roberson,2015,9.1,0.513,9.0,-0.7,0.4,2.1,0.5,1.6,3.4,3.8,1.0,0.8,0.4,0.7,23.0,67.0,1286.0,10.2
Andre Roberson,2016,10.2,0.566,9.1,0.5,1.0,3.4,1.8,1.6,4.8,3.6,0.7,0.8,0.6,0.5,24.0,70.0,1553.0,9.6
Andre Roberson,2017,9.6,0.51,10.1,-1.0,0.6,4.2,1.1,3.1,6.6,5.1,1.0,1.2,1.0,0.6,25.0,79.0,2376.0,10.9
Andrea Bargnani,2015,16.6,0.527,26.4,-1.1,0.2,0.9,0.8,0.2,14.8,4.4,1.6,0.1,0.9,1.4,29.0,29.0,785.0,11.8
Andrew Bogut,2015,15.8,0.565,13.2,2.4,1.8,5.2,1.9,3.4,6.3,8.1,2.7,0.6,1.7,1.6,30.0,67.0,1583.0,15.9
Andrew Bogut,2016,15.9,0.623,11.4,2.4,1.6,5.4,2.6,2.9,5.4,7.0,2.3,0.5,1.6,1.2,31.0,70.0,1451.0,9.3
Andrew Bogut,2017,9.3,0.46,10.4,-2.6,-0.1,0.7,-0.3,1.0,2.9,8.1,1.8,0.5,0.9,1.6,32.0,27.0,583.0,10.9
Andrew Harrison,2017,8.7,0.477,16.4,-3.4,-0.5,1.6,0.0,1.5,5.9,1.9,2.8,0.7,0.3,1.2,22.0,72.0,1474.0,12.7
Andrew Nembhard,2023,10.0,0.528,16.1,-3.2,-0.6,1.2,0.4,0.8,9.5,2.7,4.5,0.9,0.2,1.7,23.0,75.0,2073.0,11.3
Andrew Nembhard,2024,11.3,0.573,16.0,-2.2,-0.1,2.0,1.3,0.7,9.2,2.1,4.1,0.9,0.1,1.5,24.0,68.0,1697.0,11.7
Andrew Nicholson,2015,10.3,0.483,20.8,-4.9,-0.4,0.1,-0.2,0.3,4.9,2.1,0.6,0.2,0.3,0.6,25.0,40.0,492.0,14.8
Andrew Nicholson,2016,14.8,0.567,20.4,-1.1,0.2,1.6,0.8,0.8,6.9,3.6,0.4,0.2,0.4,0.7,26.0,56.0,823.0,5.9
Andrew Wiggins,2015,13.9,0.517,22.6,-2.4,-0.3,2.1,2.1,0.0,16.9,4.6,2.1,1.0,0.6,2.2,19.0,82.0,2969.0,16.5
Andrew Wiggins,2016,16.5,0.543,27.2,-1.3,0.5,4.1,3.4,0.7,20.7,3.6,2.0,1.0,0.6,2.2,20.0,81.0,2845.0,16.5
Andrew Wiggins,2017,16.5,0.534,29.0,-1.7,0.2,4.2,3.3,0.9,23.6,4.0,2.3,1.0,0.4,2.3,21.0,82.0,3048.0,13.0
Andrew Wiggins,2018,13.0,0.505,23.4,-2.4,-0.3,2.1,0.5,1.6,17.7,4.4,2.0,1.1,0.6,1.7,22.0,82.0,2979.0,16.4
Andrew Wiggins,2019,16.4,0.536,27.4,-0.3,0.8,1.9,0.8,1.1,18.1,4.8,2.5,1.0,0.7,1.9,24.0,54.0,1858.0,16.4
Andrew Wiggins,2020,16.4,0.536,27.4,-0.3,0.8,1.9,0.8,1.1,21.8,5.1,3.7,0.8,1.0,2.4,24.0,54.0,1858.0,15.0
Andrew Wiggins,2021,15.0,0.568,23.3,-0.4,1.0,3.9,1.2,2.7,18.6,4.9,2.4,0.9,1.0,1.8,25.0,71.0,2364.0,15.0
Andrew Wiggins,2022,15.0,0.56,23.1,0.4,1.4,5.1,1.8,3.4,17.2,4.5,2.2,1.0,0.7,1.5,26.0,73.0,2330.0,14.7
Andrew Wiggins,2023,14.7,0.564,21.5,-0.5,0.5,2.3,1.0,1.3,17.1,5.0,2.3,1.2,0.8,1.3,27.0,37.0,1190.0,12.7
Andrew Wiggins,2024,12.7,0.544,20.9,-2.5,-0.3,2.8,1.2,1.6,13.2,4.5,1.7,0.6,0.6,1.2,28.0,71.0,1920.0,16.4
Anfernee Simons,2019,9.0,0.502,18.7,-4.5,-0.9,0.2,0.0,0.1,3.8,0.7,0.7,0.1,0.0,0.6,20.0,70.0,1449.0,9.0
Anfernee Simons,2020,9.0,0.502,18.7,-4.5,-0.9,0.2,0.0,0.1,8.3,2.2,1.4,0.4,0.1,0.9,20.0,70.0,1449.0,12.3
Anfernee Simons,2021,12.3,0.589,18.3,-1.0,0.3,1.8,1.5,0.3,7.8,2.2,1.4,0.3,0.1,0.7,21.0,64.0,1104.0,15.3
Anfernee Simons,2022,15.3,0.583,24.8,-0.7,0.5,1.9,2.0,-0.1,17.3,2.6,3.9,0.5,0.1,2.0,22.0,57.0,1681.0,14.8
Anfernee Simons,2023,14.8,0.581,25.1,-1.1,0.5,2.5,2.1,0.3,21.1,2.6,4.1,0.7,0.2,2.1,23.0,62.0,2171.0,15.9
Anfernee Simons,2024,15.9,0.568,28.0,0.2,0.8,2.2,1.7,0.5,22.6,3.6,5.5,0.5,0.1,2.7,24.0,46.0,1582.0,14.9
Ante Žižić,2018,24.2,0.746,18.8,1.0,0.2,1.0,0.9,0.2,3.7,1.9,0.2,0.1,0.4,0.3,21.0,32.0,214.0,16.4
Ante Žižić,2019,16.4,0.597,17.5,-3.2,-0.1,0.5,0.3,0.2,7.8,5.4,0.9,0.2,0.4,1.0,23.0,22.0,221.0,16.4
Anthony Bennett,2015,11.4,0.458,17.8,-3.9,-0.4,0.3,-0.1,0.4,5.2,3.8,0.8,0.5,0.3,0.6,21.0,57.0,894.0,14.7
Anthony Black,2024,8.4,0.56,12.7,-3.0,-0.3,1.6,0.1,1.5,4.6,2.0,1.3,0.5,0.3,0.8,20.0,69.0,1164.0,11.6
Anthony Davis,2015,30.8,0.591,27.8,8.9,6.7,14.0,9.9,4.2,24.4,10.2,2.2,1.5,2.9,1.4,21.0,68.0,2455.0,25.0
Anthony Davis,2016,25.0,0.559,29.6,3.9,3.2,7.2,4.4,2.8,24.3,10.3,1.9,1.3,2.0,2.0,22.0,61.0,2164.0,27.5
Anthony Davis,2017,27.5,0.58,32.6,5.9,5.4,11.0,5.9,5.1,28.0,11.8,2.1,1.3,2.2,2.4,23.0,75.0,2708.0,28.9
