Player,season,PER,TS%,USG%,BPM,VORP,WS,OWS,DWS,PTS,TRB,AST,STL,BLK,TOV,Age,G,MP,PER_next
David West,2017,16.6,0.571,17.9,2.8,1.0,2.6,0.9,1.7,4.6,3.0,2.2,0.6,0.7,1.1,36.0,68.0,854.0,20.9
Davion Mitchell,2022,10.8,0.489,20.6,-3.8,-0.9,0.1,-0.5,0.6,11.5,2.2,4.2,0.7,0.3,1.5,23.0,75.0,2076.0,9.4
Davion Mitchell,2023,9.4,0.545,14.1,-2.8,-0.3,1.5,0.7,0.8,5.6,1.3,2.3,0.6,0.2,0.8,24.0,80.0,1447.0,9.3
Davion Mitchell,2024,9.3,0.555,14.9,-3.4,-0.4,1.3,0.8,0.6,5.3,1.3,1.9,0.2,0.0,0.6,25.0,72.0,1101.0,10.2
Davon Reed,2018,4.8,0.388,16.0,-6.4,-0.3,-0.3,-0.5,0.2,3.0,1.9,0.6,0.5,0.1,0.5,22.0,21.0,242.0,12.2
Davon Reed,2022,12.2,0.624,12.1,-0.3,0.3,1.6,0.9,0.7,4.4,2.3,1.1,0.5,0.2,0.3,26.0,48.0,668.0,6.2
Day'Ron Sharpe,2022,20.7,0.593,21.7,-2.8,-0.1,1.2,0.8,0.5,6.2,5.0,0.5,0.3,0.5,0.9,20.0,32.0,391.0,17.8
Day'Ron Sharpe,2023,17.8,0.581,19.0,-2.3,0.0,1.6,0.8,0.8,4.7,4.2,0.8,0.3,0.7,0.9,21.0,48.0,552.0,20.0
Day'Ron Sharpe,2024,20.0,0.596,19.7,0.0,0.5,2.9,1.6,1.3,6.8,6.4,1.4,0.4,0.7,1.1,22.0,61.0,921.0,19.7
De'Aaron Fox,2018,11.2,0.478,23.4,-4.2,-1.1,-0.6,-1.7,1.0,11.6,2.8,4.4,1.0,0.3,2.4,20.0,73.0,2026.0,20.6
De'Aaron Fox,2019,20.6,0.558,29.8,1.8,1.6,4.0,2.6,1.4,17.3,3.8,7.3,1.6,0.6,2.8,22.0,51.0,1634.0,20.6
De'Aaron Fox,2020,20.6,0.558,29.8,1.8,1.6,4.0,2.6,1.4,21.1,3.8,6.8,1.5,0.5,3.1,22.0,51.0,1634.0,20.7
De'Aaron Fox,2021,20.7,0.565,31.0,1.8,2.0,4.2,3.4,0.8,25.2,3.5,7.2,1.5,0.5,3.0,23.0,58.0,2036.0,17.4
De'Aaron Fox,2022,17.4,0.549,29.1,-0.6,0.7,2.5,1.5,1.0,23.2,3.9,5.6,1.2,0.4,2.8,24.0,59.0,2084.0,21.8
De'Aaron Fox,2023,21.8,0.599,30.1,2.5,2.7,7.4,5.5,1.8,25.0,4.2,6.1,1.1,0.3,2.5,25.0,73.0,2435.0,20.1
De'Aaron Fox,2024,20.1,0.567,31.0,2.7,3.2,6.5,3.3,3.2,26.6,4.6,5.6,2.0,0.4,2.6,26.0,74.0,2659.0,18.3
De'Andre Hunter,2020,8.6,0.521,17.5,-4.7,-1.4,0.1,-0.4,0.5,12.3,4.5,1.8,0.7,0.3,1.6,22.0,63.0,2018.0,15.7
De'Andre Hunter,2021,15.7,0.603,20.2,1.2,0.5,1.7,1.2,0.6,15.0,4.8,1.9,0.8,0.5,1.3,23.0,23.0,678.0,10.6
De'Andre Hunter,2022,10.6,0.547,19.9,-3.9,-0.8,1.1,0.4,0.7,13.4,3.3,1.3,0.7,0.4,1.3,24.0,53.0,1577.0,11.5
De'Andre Hunter,2023,11.5,0.563,19.7,-3.3,-0.7,2.5,1.4,1.2,15.4,4.2,1.4,0.5,0.3,1.2,25.0,67.0,2126.0,12.7
De'Andre Hunter,2024,12.7,0.595,20.6,-2.4,-0.2,2.2,1.6,0.6,15.6,3.9,1.5,0.7,0.3,1.5,26.0,57.0,1681.0,15.9
De'Anthony Melton,2019,13.5,0.501,19.2,-0.2,0.5,1.7,0.1,1.7,5.0,2.7,3.2,1.4,0.5,1.5,21.0,60.0,1167.0,13.5
De'Anthony Melton,2020,13.5,0.501,19.2,-0.2,0.5,1.7,0.1,1.7,7.6,3.7,2.9,1.3,0.3,1.4,21.0,60.0,1167.0,15.2
De'Anthony Melton,2021,15.2,0.568,19.5,2.3,1.1,2.2,0.7,1.5,9.1,3.1,2.5,1.2,0.6,1.3,22.0,52.0,1045.0,15.2
De'Anthony Melton,2022,15.2,0.529,21.3,1.9,1.6,3.7,0.9,2.8,10.8,4.5,2.7,1.4,0.5,1.5,23.0,73.0,1657.0,12.7
De'Anthony Melton,2023,12.7,0.566,16.4,0.9,1.6,4.2,1.1,3.1,10.1,4.1,2.6,1.6,0.5,1.3,24.0,77.0,2150.0,13.4
DeAndre Jordan,2015,21.0,0.638,13.6,2.9,3.5,12.8,7.4,5.4,11.5,15.0,0.7,1.0,2.2,1.3,26.0,82.0,2820.0,20.6
DeAndre Jordan,2016,20.6,0.628,15.4,2.8,3.2,11.5,6.0,5.5,12.7,13.8,1.2,0.7,2.3,1.4,27.0,77.0,2598.0,21.8
DeAndre Jordan,2017,21.8,0.673,15.3,3.3,3.5,11.8,7.2,4.6,12.7,13.8,1.2,0.6,1.7,1.4,28.0,81.0,2570.0,20.2
DeAndre Jordan,2018,20.2,0.648,15.2,1.4,2.1,9.4,6.0,3.4,12.0,15.2,1.5,0.5,0.9,1.8,29.0,77.0,2424.0,19.9
DeAndre Jordan,2019,19.9,0.682,14.1,3.0,1.5,5.2,3.0,2.2,11.0,13.1,2.3,0.6,1.1,2.2,31.0,56.0,1234.0,19.9
DeAndre Jordan,2020,19.9,0.682,14.1,3.0,1.5,5.2,3.0,2.2,8.3,10.0,1.9,0.3,0.9,1.3,31.0,56.0,1234.0,17.1
DeAndre Jordan,2021,17.1,0.736,13.1,1.0,0.9,3.9,2.4,1.5,7.5,7.5,1.6,0.3,1.1,1.5,32.0,57.0,1246.0,17.2
DeAndre Jordan,2022,17.2,0.641,13.9,-1.4,0.1,1.9,0.9,1.0,4.3,5.5,0.4,0.3,0.7,0.8,33.0,48.0,622.0,14.7
DeAndre Jordan,2023,14.7,0.731,13.7,-1.8,0.0,1.4,0.5,0.9,5.1,5.2,0.9,0.3,0.6,1.2,34.0,39.0,586.0,16.0
DeAndre Jordan,2024,16.0,0.61,15.4,-1.7,0.0,1.2,0.6,0.6,3.9,4.4,0.7,0.2,0.4,0.6,35.0,36.0,396.0,15.4
DeAndre Liggins,2017,7.5,0.476,11.6,-2.2,0.0,0.5,-0.4,0.9,2.5,1.7,0.9,0.8,0.2,0.7,28.0,62.0,777.0,6.0
DeAndre' Bembry,2017,8.8,0.481,14.2,-3.5,-0.1,0.3,-0.1,0.4,2.7,1.6,0.7,0.2,0.1,0.4,22.0,38.0,371.0,7.6
DeAndre' Bembry,2018,7.6,0.477,18.2,-4.7,-0.3,-0.4,-0.9,0.5,5.2,2.8,1.9,0.8,0.5,1.8,23.0,26.0,455.0,9.6
DeAndre' Bembry,2019,9.6,0.5,14.0,-2.5,-0.1,0.2,-0.5,0.8,8.4,4.4,2.5,1.3,0.5,1.7,25.0,43.0,915.0,9.6
DeAndre' Bembry,2020,9.6,0.5,14.0,-2.5,-0.1,0.2,-0.5,0.8,5.8,3.5,1.9,1.3,0.4,1.4,25.0,43.0,915.0,11.2
DeAndre' Bembry,2021,11.2,0.57,14.6,-1.9,0.0,1.2,0.1,1.1,5.7,2.9,2.1,1.0,0.4,1.4,26.0,51.0,972.0,11.9
DeJuan Blair,2015,7.7,0.469,18.3,-8.4,-0.3,0.1,-0.2,0.3,1.9,1.9,0.1,0.2,0.0,0.4,25.0,29.0,180.0,5.4
DeMar DeRozan,2015,17.4,0.51,28.4,-0.9,0.6,4.0,2.6,1.4,20.1,4.6,3.5,1.2,0.2,2.3,25.0,60.0,2100.0,21.5
DeMar DeRozan,2016,21.5,0.55,29.8,2.5,3.2,9.9,7.5,2.4,23.5,4.5,4.0,1.0,0.3,2.2,26.0,78.0,2804.0,24.0
DeMar DeRozan,2017,24.0,0.552,34.3,3.0,3.3,9.0,6.7,2.4,27.3,5.2,3.9,1.1,0.2,2.4,27.0,74.0,2620.0,21.0
DeMar DeRozan,2018,21.0,0.555,29.6,2.8,3.2,9.6,6.8,2.8,23.0,3.9,5.2,1.1,0.3,2.2,28.0,80.0,2711.0,21.6
DeMar DeRozan,2019,21.6,0.603,26.3,1.9,2.3,7.3,5.9,1.3,21.2,6.0,6.2,1.1,0.5,2.6,30.0,68.0,2316.0,21.6
DeMar DeRozan,2020,21.6,0.603,26.3,1.9,2.3,7.3,5.9,1.3,22.1,5.5,5.6,1.0,0.3,2.4,30.0,68.0,2316.0,22.0
DeMar DeRozan,2021,22.0,0.591,26.1,3.1,2.6,7.4,5.9,1.5,21.6,4.2,6.9,0.9,0.2,2.0,31.0,61.0,2056.0,23.1
DeMar DeRozan,2022,23.1,0.59,31.8,2.5,3.1,8.8,7.0,1.8,27.9,5.2,4.9,0.9,0.3,2.4,32.0,76.0,2743.0,20.6
DeMar DeRozan,2023,20.6,0.592,27.8,2.0,2.6,8.5,5.4,3.2,24.5,4.6,5.1,1.1,0.5,2.1,33.0,74.0,2682.0,19.7
DeMar DeRozan,2024,19.7,0.584,25.8,1.8,2.8,9.2,7.0,2.2,24.0,4.3,5.3,1.1,0.6,1.7,34.0,79.0,2989.0,17.7
DeMarcus Cousins,2015,25.2,0.545,34.1,4.3,3.2,6.0,2.8,3.2,24.1,12.7,3.6,1.5,1.7,4.3,24.0,59.0,2013.0,23.6
DeMarcus Cousins,2016,23.6,0.538,35.4,3.3,3.0,5.7,2.4,3.3,26.9,11.5,3.3,1.6,1.4,3.8,25.0,65.0,2246.0,25.8
DeMarcus Cousins,2017,25.8,0.562,36.5,6.8,5.5,7.6,3.9,3.8,27.0,11.0,4.6,1.4,1.3,3.7,26.0,72.0,2465.0,22.6
DeMarcus Cousins,2018,22.6,0.583,31.9,4.7,2.9,4.7,1.5,3.2,25.2,12.9,5.4,1.6,1.6,5.0,27.0,48.0,1737.0,16.4
DeMarcus Cousins,2021,16.4,0.537,24.5,0.4,0.4,1.2,0.0,1.2,8.9,6.4,1.9,0.8,0.6,1.6,30.0,41.0,713.0,18.2
DeMarre Carroll,2015,15.9,0.603,16.9,1.7,2.0,7.0,4.3,2.8,12.6,5.3,1.7,1.3,0.2,1.1,28.0,70.0,2189.0,11.9
DeMarre Carroll,2016,11.9,0.49,18.5,0.3,0.5,1.2,0.2,1.0,11.0,4.7,1.0,1.7,0.2,1.1,29.0,26.0,786.0,11.9
DeMarre Carroll,2017,11.9,0.53,15.6,0.0,1.0,3.8,1.7,2.1,8.9,3.8,1.0,1.1,0.4,0.8,30.0,72.0,1882.0,14.3
DeMarre Carroll,2018,14.3,0.55,19.8,0.2,1.2,4.1,2.3,1.8,13.5,6.6,2.0,0.8,0.4,1.4,31.0,73.0,2180.0,9.1
DeMarre Carroll,2019,9.1,0.515,14.8,-3.9,-0.1,0.3,0.0,0.2,11.1,5.2,1.3,0.5,0.1,1.1,33.0,24.0,290.0,9.1
Dean Wade,2021,11.3,0.573,12.9,-1.3,0.2,2.0,1.1,0.9,6.0,3.4,1.2,0.6,0.3,0.5,24.0,63.0,1212.0,10.1
Dean Wade,2022,10.1,0.584,11.1,-0.6,0.4,2.3,1.1,1.1,5.3,2.9,1.0,0.6,0.1,0.3,25.0,51.0,980.0,8.5
Dean Wade,2023,8.5,0.55,10.2,-0.7,0.3,1.8,0.4,1.4,4.7,3.4,0.8,0.6,0.5,0.4,26.0,44.0,891.0,10.2
Dean Wade,2024,10.2,0.598,10.5,0.1,0.6,2.5,0.9,1.6,5.4,4.0,0.8,0.7,0.5,0.4,27.0,54.0,1108.0,10.1
Deandre Ayton,2019,20.0,0.568,23.7,0.4,0.7,3.1,1.5,1.6,16.3,10.3,1.8,0.9,0.9,1.8,21.0,38.0,1236.0,20.0
Deandre Ayton,2020,20.0,0.568,23.7,0.4,0.7,3.1,1.5,1.6,18.2,11.5,1.9,0.7,1.5,2.1,21.0,38.0,1236.0,20.3
Deandre Ayton,2021,20.3,0.653,18.2,1.2,1.7,8.4,5.3,3.1,14.4,10.5,1.4,0.6,1.2,1.5,22.0,69.0,2115.0,21.9
Deandre Ayton,2022,21.9,0.656,21.4,2.8,2.1,7.3,4.1,3.1,17.2,10.2,1.4,0.7,0.7,1.6,23.0,58.0,1713.0,19.9
Deandre Ayton,2023,19.9,0.617,22.9,0.9,1.5,6.2,3.3,3.0,18.0,10.0,1.7,0.6,0.8,1.8,24.0,67.0,2035.0,18.9
Deandre Ayton,2024,18.9,0.587,21.1,0.3,1.0,3.9,1.8,2.1,16.7,11.1,1.6,1.0,0.8,1.8,25.0,55.0,1784.0,17.7
Dejounte Murray,2017,9.6,0.503,23.5,-4.8,-0.2,0.0,-0.4,0.5,3.4,1.1,1.3,0.2,0.2,1.0,20.0,38.0,322.0,15.1
Dejounte Murray,2018,15.1,0.485,20.7,0.5,1.1,3.2,-0.2,3.4,8.1,5.7,2.9,1.2,0.4,1.7,21.0,81.0,1743.0,16.2
Dejounte Murray,2020,16.2,0.524,20.8,0.4,1.0,2.6,0.7,2.0,10.9,5.8,4.1,1.7,0.3,1.9,23.0,66.0,1687.0,16.5
Dejounte Murray,2021,16.5,0.509,23.4,0.8,1.5,3.3,0.7,2.6,15.7,7.1,5.4,1.5,0.1,1.7,24.0,67.0,2139.0,22.3
Dejounte Murray,2022,22.3,0.533,27.3,5.4,4.4,7.3,3.9,3.4,21.1,8.3,9.2,2.0,0.3,2.6,25.0,68.0,2366.0,17.0
Dejounte Murray,2023,17.0,0.54,24.4,1.0,2.1,4.7,2.4,2.3,20.5,5.3,6.1,1.5,0.3,2.2,26.0,74.0,2693.0,17.7
Dejounte Murray,2024,17.7,0.555,26.6,1.7,2.6,4.9,3.3,1.6,22.5,5.3,6.4,1.4,0.3,2.6,27.0,78.0,2783.0,15.4
Delon Wright,2016,17.8,0.54,22.1,0.9,0.2,0.6,0.3,0.2,3.8,1.4,1.1,0.3,0.1,0.6,23.0,27.0,229.0,15.0
Delon Wright,2017,15.0,0.535,16.6,2.0,0.5,1.1,0.5,0.6,5.6,1.8,2.1,1.0,0.4,0.9,24.0,27.0,446.0,16.5
Delon Wright,2018,16.5,0.574,17.2,3.3,1.9,4.5,2.5,2.1,8.0,2.9,2.9,1.0,0.5,1.1,25.0,69.0,1433.0,15.4
Delon Wright,2019,15.4,0.554,14.4,1.9,1.5,4.4,2.6,1.8,8.7,3.5,3.3,1.2,0.4,1.0,27.0,73.0,1570.0,15.4
Delon Wright,2020,15.4,0.554,14.4,1.9,1.5,4.4,2.6,1.8,6.9,3.8,3.3,1.2,0.3,1.0,27.0,73.0,1570.0,16.3
Delon Wright,2021,16.3,0.562,16.3,2.2,1.8,4.3,2.5,1.8,10.2,4.3,4.4,1.6,0.5,1.3,28.0,63.0,1748.0,13.8
Delon Wright,2022,13.8,0.576,10.3,2.2,1.6,3.6,2.2,1.5,4.4,2.9,2.4,1.2,0.2,0.6,29.0,77.0,1452.0,16.3
Delon Wright,2023,16.3,0.581,12.9,3.4,1.7,3.7,2.1,1.6,7.4,3.6,3.9,1.8,0.3,0.9,30.0,50.0,1221.0,13.6
Delon Wright,2024,13.6,0.505,12.8,0.4,0.5,1.7,0.8,0.9,4.5,1.8,2.5,1.1,0.2,0.3,31.0,47.0,742.0,9.2
Deni Avdija,2021,7.6,0.515,12.0,-3.1,-0.4,1.2,0.0,1.2,6.3,4.9,1.2,0.6,0.3,0.6,20.0,54.0,1257.0,11.6
Deni Avdija,2022,11.6,0.536,16.3,-1.7,0.1,2.4,0.6,1.8,8.4,5.2,2.0,0.7,0.5,1.1,21.0,82.0,1984.0,11.2
Deni Avdija,2023,11.2,0.535,16.7,-2.3,-0.1,2.3,0.0,2.3,9.2,6.4,2.8,0.9,0.4,1.6,22.0,76.0,2020.0,14.9
Deni Avdija,2024,14.9,0.597,20.2,-0.9,0.6,3.2,1.7,1.5,14.7,7.2,3.8,0.8,0.5,2.1,23.0,75.0,2257.0,17.7
Dennis Schröder,2015,15.7,0.516,27.0,-1.3,0.2,2.5,1.1,1.4,10.0,2.1,4.1,0.6,0.1,1.9,21.0,77.0,1516.0,15.5
Dennis Schröder,2016,15.5,0.51,28.8,-0.8,0.5,2.2,-0.2,2.3,11.0,2.6,4.4,0.9,0.1,2.3,22.0,80.0,1621.0,16.1
Dennis Schröder,2017,16.1,0.533,27.8,0.0,1.3,3.7,1.2,2.5,17.9,3.1,6.3,0.9,0.2,3.3,23.0,79.0,2485.0,17.3
Dennis Schröder,2018,17.3,0.515,30.4,-0.6,0.7,2.6,1.5,1.0,19.4,3.1,6.2,1.1,0.1,2.7,24.0,67.0,2078.0,16.7
Dennis Schröder,2019,16.7,0.575,27.2,-0.1,1.0,3.6,1.9,1.8,15.5,3.6,4.1,0.8,0.2,2.2,26.0,65.0,1999.0,16.7
Dennis Schröder,2020,16.7,0.575,27.2,-0.1,1.0,3.6,1.9,1.8,18.9,3.6,4.0,0.7,0.2,2.6,26.0,65.0,1999.0,13.8
Dennis Schröder,2021,13.8,0.543,22.9,-1.1,0.4,3.8,1.0,2.7,15.4,3.5,5.8,1.1,0.2,2.7,27.0,61.0,1956.0,13.0
Dennis Schröder,2022,13.0,0.539,22.6,-1.9,0.0,2.9,1.0,1.9,13.5,3.3,4.6,0.8,0.1,2.2,28.0,64.0,1837.0,11.5
Dennis Schröder,2023,11.5,0.545,18.6,-2.9,-0.4,2.8,1.3,1.5,12.6,2.5,4.5,0.8,0.2,1.7,29.0,66.0,1986.0,13.3
Dennis Schröder,2024,13.3,0.55,20.3,-1.8,0.1,3.3,2.3,1.0,14.0,3.0,6.1,0.8,0.2,1.9,30.0,80.0,2486.0,12.7
Dennis Smith Jr.,2018,12.8,0.473,28.9,-2.4,-0.2,-0.7,-2.4,1.7,15.2,3.8,5.2,1.0,0.3,2.8,20.0,69.0,2049.0,7.4
Dennis Smith Jr.,2019,7.4,0.399,23.1,-6.1,-0.6,-0.9,-1.4,0.5,13.6,2.9,4.8,1.3,0.4,2.9,22.0,34.0,537.0,7.4
Dennis Smith Jr.,2020,7.4,0.399,23.1,-6.1,-0.6,-0.9,-1.4,0.5,5.5,2.3,2.9,0.8,0.2,1.7,22.0,34.0,537.0,13.6
Dennis Smith Jr.,2021,13.6,0.492,19.0,0.4,0.3,0.6,0.1,0.5,6.7,2.4,3.3,1.0,0.6,1.1,23.0,23.0,420.0,13.2
Dennis Smith Jr.,2022,13.2,0.474,18.2,-1.7,0.1,0.4,-0.1,0.5,5.6,2.4,3.6,1.2,0.3,1.4,24.0,37.0,638.0,11.6
Dennis Smith Jr.,2023,11.6,0.475,17.6,-2.2,-0.1,1.1,-0.4,1.5,8.8,3.1,4.8,1.4,0.5,1.5,25.0,54.0,1390.0,13.4
Denzel Valentine,2017,7.3,0.492,15.4,-3.3,-0.3,0.6,-0.5,1.1,5.1,2.6,1.1,0.5,0.1,0.9,23.0,57.0,976.0,12.1
Denzel Valentine,2018,12.1,0.527,17.5,-1.0,0.5,2.5,1.0,1.5,10.2,5.1,3.2,0.8,0.1,1.3,24.0,77.0,2095.0,13.0
Denzel Valentine,2020,13.0,0.511,23.3,-0.6,0.2,0.5,-0.1,0.6,6.8,2.1,1.2,0.7,0.2,0.7,26.0,36.0,488.0,10.1
Denzel Valentine,2021,10.1,0.479,19.5,-2.7,-0.2,0.7,-0.4,1.1,6.5,3.2,1.7,0.5,0.1,0.7,27.0,62.0,1036.0,8.1
Deonte Burton,2019,4.3,0.396,18.5,-6.8,-0.4,-0.5,-0.9,0.4,2.6,0.9,0.3,0.2,0.3,0.3,26.0,39.0,356.0,4.3
Dereck Lively II,2024,18.1,0.728,12.6,0.5,0.8,4.9,3.1,1.8,8.8,6.9,1.1,0.7,1.4,0.9,19.0,55.0,1294.0,20.1
Deron Williams,2015,15.7,0.504,22.3,0.2,1.2,3.6,2.3,1.3,13.0,3.5,6.6,0.9,0.3,2.3,30.0,68.0,2114.0,14.6
Deron Williams,2016,14.6,0.53,22.0,-0.3,0.9,3.7,2.2,1.4,14.1,2.9,5.8,0.9,0.2,2.3,31.0,65.0,2106.0,14.0
Derrick Favors,2015,21.8,0.558,23.8,2.5,2.6,8.3,5.0,3.3,16.0,8.2,1.5,0.8,1.7,1.6,23.0,74.0,2280.0,21.6
Derrick Favors,2016,21.6,0.551,23.9,3.3,2.6,7.1,3.8,3.4,16.4,8.1,1.5,1.2,1.5,1.7,24.0,62.0,1983.0,15.8
Derrick Favors,2017,15.8,0.512,20.7,-0.1,0.6,2.7,0.5,2.2,9.5,6.1,1.1,0.9,0.8,1.2,25.0,50.0,1186.0,18.8
Derrick Favors,2018,18.8,0.593,18.5,1.5,1.9,8.0,4.5,3.5,12.3,7.2,1.3,0.7,1.1,1.1,26.0,77.0,2153.0,18.5
Derrick Favors,2019,18.5,0.62,14.0,1.0,0.9,4.2,2.6,1.6,11.8,7.4,1.2,0.7,1.4,1.1,28.0,51.0,1243.0,18.5
Derrick Favors,2020,18.5,0.62,14.0,1.0,0.9,4.2,2.6,1.6,9.0,9.8,1.6,0.6,0.9,1.1,28.0,51.0,1243.0,19.7
Derrick Favors,2021,19.7,0.663,13.0,2.6,1.2,5.1,2.9,2.2,5.4,5.5,0.6,0.5,1.0,0.5,29.0,68.0,1039.0,13.6
Derrick Jones Jr.,2017,12.0,0.604,11.7,-2.3,0.0,1.1,0.9,0.2,5.3,2.5,0.4,0.4,0.4,0.4,19.0,32.0,545.0,10.1
Derrick Jones Jr.,2018,10.1,0.48,12.9,-2.7,0.0,0.4,0.1,0.2,3.1,1.9,0.5,0.2,0.7,0.4,20.0,20.0,245.0,14.9
Derrick Jones Jr.,2019,14.9,0.62,13.9,0.7,1.0,4.4,2.6,1.8,7.0,4.0,0.6,0.8,0.7,0.7,22.0,59.0,1375.0,14.9
Derrick Jones Jr.,2020,14.9,0.62,13.9,0.7,1.0,4.4,2.6,1.8,8.5,3.9,1.1,1.0,0.6,0.5,22.0,59.0,1375.0,11.9
Derrick Jones Jr.,2021,11.9,0.576,12.3,-1.4,0.2,2.4,1.6,0.8,6.8,3.5,0.8,0.6,0.9,0.6,23.0,58.0,1318.0,13.0
Derrick Jones Jr.,2022,13.0,0.633,12.5,-0.9,0.2,2.2,1.4,0.8,5.6,3.3,0.6,0.5,0.6,0.6,24.0,51.0,899.0,13.8
Derrick Jones Jr.,2023,13.8,0.597,14.5,-0.4,0.3,2.4,1.2,1.2,5.0,2.4,0.5,0.5,0.6,0.4,25.0,64.0,893.0,11.7
Derrick Jones Jr.,2024,11.7,0.592,14.9,-1.5,0.2,3.1,1.5,1.6,8.6,3.3,1.0,0.7,0.7,0.9,26.0,76.0,1783.0,13.5
Derrick Rose,2015,15.9,0.493,31.7,-0.6,0.6,1.2,0.0,1.2,17.7,3.2,4.9,0.7,0.3,3.2,26.0,51.0,1530.0,13.4
Derrick Rose,2016,13.4,0.479,27.3,-2.5,-0.3,0.4,-0.8,1.2,16.4,3.4,4.7,0.7,0.2,2.7,27.0,66.0,2097.0,17.0
Derrick Rose,2017,17.0,0.53,25.7,-1.0,0.5,3.0,2.4,0.6,18.0,3.8,4.4,0.7,0.3,2.3,28.0,64.0,2082.0,11.5
Derrick Rose,2018,11.5,0.507,25.4,-5.4,-0.4,-0.2,-0.2,0.1,8.4,1.4,1.5,0.3,0.2,1.4,29.0,25.0,420.0,21.0
Derrick Rose,2019,21.0,0.555,31.6,2.2,1.4,2.5,1.8,0.7,18.0,2.7,4.3,0.6,0.2,1.6,31.0,50.0,1298.0,21.0
Derrick Rose,2020,21.0,0.555,31.6,2.2,1.4,2.5,1.8,0.7,18.1,2.4,5.6,0.8,0.3,2.5,31.0,50.0,1298.0,18.3
Derrick Rose,2021,18.3,0.55,25.8,1.9,1.3,3.1,1.6,1.6,14.7,2.6,4.2,1.0,0.4,1.6,32.0,50.0,1279.0,16.9
Derrick Rose,2022,16.9,0.541,22.5,2.3,0.7,1.4,0.8,0.7,12.0,3.0,4.0,0.8,0.5,1.5,33.0,26.0,636.0,10.1
Derrick Rose,2023,10.1,0.463,23.6,-3.7,-0.1,0.0,-0.3,0.3,5.6,1.5,1.7,0.3,0.2,0.8,34.0,27.0,338.0,13.1
Derrick White,2019,16.4,0.593,18.9,1.3,1.4,4.2,3.1,1.1,9.9,3.7,3.9,1.0,0.7,1.4,25.0,68.0,1677.0,16.4
Derrick White,2020,16.4,0.593,18.9,1.3,1.4,4.2,3.1,1.1,11.3,3.3,3.5,0.6,0.9,1.3,25.0,68.0,1677.0,15.0
Derrick White,2021,15.0,0.55,22.4,1.3,0.9,1.9,1.0,0.9,15.4,3.0,3.5,0.7,1.0,1.3,26.0,36.0,1064.0,14.8
Derrick White,2022,14.8,0.549,19.9,0.9,1.6,5.1,2.8,2.3,13.2,3.5,4.9,0.9,0.8,1.6,27.0,75.0,2199.0,15.4
Derrick White,2023,15.4,0.604,17.7,2.4,2.6,7.4,4.4,3.1,12.4,3.6,3.9,0.7,0.9,1.2,28.0,82.0,2319.0,16.9
Derrick White,2024,16.9,0.611,18.6,3.8,3.5,8.5,5.2,3.3,15.2,4.2,5.2,1.0,1.2,1.5,29.0,73.0,2381.0,16.6
Derrick Williams,2015,12.8,0.54,18.9,-2.0,0.0,2.1,1.7,0.4,8.3,2.7,0.7,0.5,0.1,0.8,23.0,74.0,1462.0,17.2
Derrick Williams,2016,17.2,0.55,23.3,0.3,0.8,3.6,2.4,1.2,9.3,3.7,0.9,0.4,0.1,0.8,24.0,80.0,1435.0,10.6
Desmond Bane,2021,12.2,0.6,16.1,-0.8,0.5,2.9,1.6,1.3,9.2,3.1,1.7,0.6,0.2,0.9,22.0,68.0,1519.0,17.6
Desmond Bane,2022,17.6,0.592,23.1,2.7,2.7,7.2,4.5,2.7,18.2,4.4,2.7,1.2,0.4,1.5,23.0,76.0,2266.0,19.1
Desmond Bane,2023,19.1,0.606,26.1,3.5,2.5,5.8,3.5,2.3,21.5,5.0,4.4,1.0,0.4,2.2,24.0,58.0,1841.0,18.5
Desmond Bane,2024,18.5,0.589,28.5,2.8,1.7,3.1,1.8,1.3,23.7,4.4,5.5,1.0,0.5,2.7,25.0,42.0,1443.0,17.9
Devin Booker,2016,11.9,0.535,23.0,-2.8,-0.5,1.9,1.2,0.7,13.8,2.5,2.6,0.6,0.3,2.1,19.0,76.0,2108.0,14.6
Devin Booker,2017,14.6,0.531,28.6,-1.9,0.1,2.0,1.3,0.6,22.1,3.2,3.4,0.9,0.3,3.1,20.0,78.0,2730.0,18.1
Devin Booker,2018,18.1,0.561,31.7,0.9,1.4,2.4,1.9,0.6,24.9,4.5,4.7,0.9,0.3,3.6,21.0,54.0,1865.0,20.6
Devin Booker,2019,20.6,0.618,30.0,2.2,2.6,7.5,6.0,1.5,26.6,4.1,6.8,0.9,0.2,4.1,23.0,70.0,2512.0,20.6
Devin Booker,2020,20.6,0.618,30.0,2.2,2.6,7.5,6.0,1.5,26.6,4.2,6.5,0.7,0.3,3.8,23.0,70.0,2512.0,19.2
Devin Booker,2021,19.2,0.587,32.7,0.3,1.3,4.9,2.9,2.0,25.6,4.2,4.3,0.8,0.2,3.1,24.0,67.0,2270.0,21.3
Devin Booker,2022,21.3,0.576,32.0,4.1,3.6,7.6,4.3,3.3,26.8,5.0,4.8,1.1,0.4,2.4,25.0,68.0,2345.0,22.0
Devin Booker,2023,22.0,0.601,31.8,4.2,2.9,6.0,4.2,1.9,27.8,4.5,5.5,1.0,0.3,2.7,26.0,53.0,1835.0,21.9
Devin Booker,2024,21.9,0.611,29.8,3.0,3.1,9.2,7.2,2.0,27.1,4.5,6.9,0.9,0.4,2.6,27.0,68.0,2447.0,19.3
